Sr.No.,Cut Off Merit (Score),Choice Code,Course Name,"Exam (JEE/MHT-
CET)",Type,Seat Type,Institue Code
,,,,,,,
,,,,,,,
,,,,,,,
320,15977 (80.0840687),626537210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
321,15997 (80.0840687),617737220,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
322,16022 (80.0774620),618224520,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
323,16026 (80.0774620),618724510,Computer Engineering,JEE,AI to AI,AI,
324,16131 (79.9193943),627819110,Civil Engineering,JEE,AI to AI,AI,
325,16276 (79.7081526),541824510,Computer Engineering,JEE,AI to AI,AI,
326,16296 (79.7081526),317524610,Information Technology,JEE,AI to AI,AI,
327,16362 (79.6587557),618724520,Computer Engineering,JEE,AI to AI,AI,
328,16431 (79.5963798),319062410,Mechatronics Engineering,JEE,AI to AI,AI,
329,16452 (79.5963798),413624210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
330,16475 (79.4843256),411637210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
331,16630 (79.3337429),614137210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
332,16636 (79.3337429),317550710,Chemical Engineering,JEE,AI to AI,AI,
333,16681 (79.2914987),320737210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
334,16767 (79.2567273),347124510,Computer Engineering,JEE,AI to AI,AI,
335,16795 (79.2232776),627219110,Civil Engineering,JEE,AI to AI,AI,
336,16822 (79.2137792),512161220,Mechanical Engineering,JEE,AI to AI,AI,
337,16837 (79.2137792),516224610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
338,16850 (79.2137792),618524610,Information Technology,JEE,AI to AI,AI,
339,16960 (78.9839208),628424610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
340,17068 (78.8651431),512129310,Electrical Engineering,JEE,AI to AI,AI,
341,17211 (78.7387782),628324210,Computer Science and Engineering,JEE,AI to AI,AI,
342,17248 (78.7353409),417108210,Bio Technology,JEE,AI to AI,AI,
,,,,,,,
343,17295 (78.7114333),617719110,Civil Engineering,JEE,AI to AI,AI,
344,17343 (78.6694102),320137610,Electronics Engineering,JEE,AI to AI,AI,
345,17369 (78.5300278),621437210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
,,,,,,,
,,,,,,,
,,,,,,,
346,17437 (78.4530437),413824210,Computer Science and Engineering,JEE,AI to AI,AI,
347,17510 (78.4099295),213250710,Chemical Engineering,JEE,AI to AI,AI,
348,17531 (78.3565946),512119120,Civil Engineering,JEE,AI to AI,AI,
349,17552 (78.3565946),321824510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
350,17609 (78.3186460),682219110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
351,17738 (78.2174869),315424510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
352,17758 (78.1795124),618724610,Information Technology,JEE,AI to AI,AI,
353,17778 (78.1624291),320337210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
354,17816 (78.0604059),628237210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
355,17823 (78.0604059),411861210,Mechanical Engineering,JEE,AI to AI,AI,
356,17878 (77.9593300),411619110,Civil Engineering,JEE,AI to AI,AI,
357,17888 (77.9593300),516024610,Information Technology,JEE,AI to AI,AI,
358,17899 (77.9593300),213224610,Information Technology,JEE,AI to AI,AI,
359,17956 (77.8986337),613961210,Mechanical Engineering,JEE,AI to AI,AI,
360,17958 (77.8457909),628237220,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
361,18079 (77.7653702),347561210,Mechanical Engineering,JEE,AI to AI,AI,
362,18221 (77.7187534),622289610,Textile Technology,JEE,AI to AI,AI,
,,,,,,,
363,18225 (77.6813736),626729310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
364,18297 (77.5871477),211301110,Agricultural Engineering,JEE,AI to AI,AI,
365,18328 (77.5847024),411661210,Mechanical Engineering,JEE,AI to AI,AI,
366,18384 (77.4248126),629824510,Computer Engineering,JEE,AI to AI,AI,
367,18400 (77.4248126),618224610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
368,18460 (77.3732362),627724510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
369,18465 (77.3732362),412325110,Computer Technology,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
370,18482 (77.3659646),321824610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
371,18522 (77.3361896),628229310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
372,18553 (77.3067062),626850710,Chemical Engineering,JEE,AI to AI,AI,
373,18571 (77.2616800),411629310,Electrical Engineering,JEE,AI to AI,AI,
374,18597 (77.2616800),678724510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
375,18621 (77.1970440),318761210,Mechanical Engineering,JEE,AI to AI,AI,
376,18780 (76.8876483),517624510,Computer Engineering,JEE,AI to AI,AI,
377,18802 (76.8876483),641924210,Computer Science and Engineering,JEE,AI to AI,AI,
378,18826 (76.8692335),617761210,Mechanical Engineering,JEE,AI to AI,AI,
379,18879 (76.8607129),319637210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
380,19030 (76.7536735),417124210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
381,19064 (76.7404490),317546110,Bio Medical Engineering,JEE,AI to AI,AI,
382,19084 (76.6304807),346024510,Computer Engineering,JEE,AI to AI,AI,
383,19112 (76.6039900),322324610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
384,19140 (76.5372965),321184110,Printing and Packing Technology,JEE,AI to AI,AI,
385,19217 (76.4031683),346024610,Information Technology,JEE,AI to AI,AI,
386,19258 (76.3874893),630724610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
387,19264 (76.3874893),318961210,Mechanical Engineering,JEE,AI to AI,AI,
388,19280 (76.3874893),620324510,Computer Engineering,JEE,AI to AI,AI,
389,19294 (76.3616539),677224510,Computer Engineering,JEE,AI to AI,AI,
390,19308 (76.3616539),628824210,Computer Science and Engineering,JEE,AI to AI,AI,
391,19320 (76.3117227),680261210,Mechanical Engineering,JEE,AI to AI,AI,
392,19463 (76.1723148),110137210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
393,19469 (76.1723148),664924510,Computer Engineering,JEE,AI to AI,AI,
394,19525 (76.1143255),314624610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
395,19548 (76.0659188),319324510,Computer Engineering,JEE,AI to AI,AI,
396,19635 (75.9795601),627219120,Civil Engineering,JEE,AI to AI,AI,
397,19671 (75.9795601),613937210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
,,,,,,,
,,,,,,,
,,,,,,,
398,19693 (75.9750650),544924510,Computer Engineering,JEE,AI to AI,AI,
399,19786 (75.7488364),412319110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
400,19831 (75.6825373),517224510,Computer Engineering,JEE,AI to AI,AI,
401,19925 (75.6364165),110524220,Computer Science and Engineering,JEE,AI to AI,AI,
402,19939 (75.6364165),626561210,Mechanical Engineering,JEE,AI to AI,AI,
403,20019 (75.6093131),678024210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
404,20041 (75.5986035),510824610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
405,20044 (75.5986035),539624510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
406,20099 (75.5688972),533024610,Information Technology,JEE,AI to AI,AI,
407,20256 (75.4537134),679619110,Civil Engineering,JEE,AI to AI,AI,
408,20309 (75.2773901),211424210,Computer Science and Engineering,JEE,AI to AI,AI,
409,20388 (75.2509491),315424610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
410,20406 (75.2509491),617761220,Mechanical Engineering,JEE,AI to AI,AI,
411,20445 (75.0427495),622288610,Man Made Textile Technology,JEE,AI to AI,AI,
,,,,,,,
412,20517 (75.0372308),416737610,Electronics Engineering,JEE,AI to AI,AI,
413,20602 (74.9972764),631529310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
414,20663 (74.8518440),518461210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
415,20673 (74.8518440),319461220,Mechanical Engineering,JEE,AI to AI,AI,
416,20695 (74.8188373),417419110,Civil Engineering,JEE,AI to AI,AI,
417,20741 (74.7948321),626537610,Electronics Engineering,JEE,AI to AI,AI,
418,20806 (74.6686600),615537210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
419,20851 (74.6199452),414724210,Computer Science and Engineering,JEE,AI to AI,AI,
420,20915 (74.5371978),533024510,Computer Engineering,JEE,AI to AI,AI,
421,20920 (74.5371978),629824520,Computer Engineering,JEE,AI to AI,AI,
422,20962 (74.5371978),631124510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
423,20994 (74.5175414),620737210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
424,21018 (74.5175414),319324610,Information Technology,JEE,AI to AI,AI,
425,21043 (74.4545277),680261220,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
426,21058 (74.4545277),412324610,Information Technology,JEE,AI to AI,AI,4123
,,,,,,,
427,21091 (74.4545277),617637210,Electronics and Telecommunication,JEE,AI to AI,AI,6176
,,,Engg,,,,
428,21167 (74.4152047),513924510,Computer Engineering,JEE,AI to AI,AI,5139
429,21206 (74.3363475),513924610,Information Technology,JEE,AI to AI,AI,5139
430,21235 (74.3363475),540924510,Computer Engineering,JEE,AI to AI,AI,5409
,,,,,,,
431,21237 (74.3363475),617708210,Bio Technology,JEE,AI to AI,AI,6177
432,21239 (74.3363475),625050710,Chemical Engineering,JEE,AI to AI,AI,6250
433,21342 (74.2420371),617719120,Civil Engineering,JEE,AI to AI,AI,6177
434,21395 (74.0596184),679719110,Civil Engineering,JEE,AI to AI,AI,6797
435,21502 (74.0148825),626737210,Electronics and Telecommunication,JEE,AI to AI,AI,6267
,,,Engg,,,,
436,21513 (74.0148825),464929310,Electrical Engineering,JEE,AI to AI,AI,
437,21611 (73.7323402),617629310,Electrical Engineering,JEE,AI to AI,AI,
438,21651 (73.7204724),615661210,Mechanical Engineering,JEE,AI to AI,AI,6156
439,21684 (73.7091613),318937210,Electronics and Telecommunication,JEE,AI to AI,AI,3189
,,,Engg,,,,
440,21702 (73.6808657),627024510,Computer Engineering,JEE,AI to AI,AI,6270
,,,,,,,
441,21715 (73.6808657),541161210,Mechanical Engineering,JEE,AI to AI,AI,5411
442,21734 (73.6808657),346724510,Computer Engineering,JEE,AI to AI,AI,3467
,,,,,,,
443,21783 (73.6506459),516424510,Computer Engineering,JEE,AI to AI,AI,5164
444,21784 (73.6506459),320329310,Electrical Engineering,JEE,AI to AI,AI,3203
445,21806 (73.6332938),613961220,Mechanical Engineering,JEE,AI to AI,AI,6139
446,21890 (73.4002094),211324210,Computer Science and Engineering,JEE,AI to AI,AI,2113
447,21893 (73.3367119),544924610,Information Technology,JEE,AI to AI,AI,5449
448,21895 (73.3367119),510924510,Computer Engineering,JEE,AI to AI,AI,5109
,,,,,,,
449,21901 (73.3367119),110135610,Electrical Engg[Electronics and Power],JEE,AI to AI,AI,1101
450,21923 (73.3214819),627862510,Mechanical Engineering[Sandwich],JEE,AI to AI,AI,6278
451,22037 (73.2480067),319437210,Electronics and Telecommunication,JEE,AI to AI,AI,3194
,,,Engg,,,,
452,22064 (73.1618021),631024610,Information Technology,JEE,AI to AI,AI,6310
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
453,22078 (73.1618021),627524510,Computer Engineering,JEE,AI to AI,AI,6275
454,22123 (73.0848480),318719110,Civil Engineering,JEE,AI to AI,AI,3187
455,22198 (73.0527839),515124510,Computer Engineering,JEE,AI to AI,AI,5151
,,,,,,,
456,22212 (73.0527839),342337210,Electronics and Telecommunication,JEE,AI to AI,AI,3423
,,,Engg,,,,
457,22248 (73.0417825),628350310,Food Technology,JEE,AI to AI,AI,6283
458,22304 (73.0272885),683424510,Computer Engineering,JEE,AI to AI,AI,6834
459,22502 (72.9062809),430561210,Mechanical Engineering,JEE,AI to AI,AI,4305
460,22610 (72.7435655),662024610,Information Technology,JEE,AI to AI,AI,6620
461,22626 (72.7197666),318337610,Electronics Engineering,JEE,AI to AI,AI,3183
462,22800 (72.4634129),613929310,Electrical Engineering,JEE,AI to AI,AI,6139
463,22840 (72.4426198),632524510,Computer Engineering,JEE,AI to AI,AI,6325
464,22880 (72.4194579),417124610,Information Technology,JEE,AI to AI,AI,4171
,,,,,,,
465,22991 (72.1802425),625024210,Computer Science and Engineering,JEE,AI to AI,AI,6250
466,23036 (72.1455446),677224610,Information Technology,JEE,AI to AI,AI,6772
467,23089 (72.1379972),347724510,Computer Engineering,JEE,AI to AI,AI,3477
468,23135 (72.0819504),627524610,Information Technology,JEE,AI to AI,AI,6275
469,23178 (71.9048099),417461210,Mechanical Engineering,JEE,AI to AI,AI,4174
470,23333 (71.8285510),319061210,Mechanical Engineering,JEE,AI to AI,AI,3190
471,23337 (71.8200000),632061210,Mechanical Engineering,JEE,AI to AI,AI,6320
,,,,,,,
472,23357 (71.8174978),417429310,Electrical Engineering,JEE,AI to AI,AI,4174
473,23408 (71.7575359),613824510,Computer Engineering,JEE,AI to AI,AI,6138
,,,,,,,
474,23425 (71.7289465),411637610,Electronics Engineering,JEE,AI to AI,AI,4116
475,23431 (71.7289465),615561210,Mechanical Engineering,JEE,AI to AI,AI,6155
476,23443 (71.7289465),515224210,Computer Science and Engineering,JEE,AI to AI,AI,
477,23504 (71.7154497),320337610,Electronics Engineering,JEE,AI to AI,AI,
478,23508 (71.7060984),319350710,Chemical Engineering,JEE,AI to AI,AI,3193
479,23539 (71.6728604),614129310,Electrical Engineering,JEE,AI to AI,AI,6141
,,,,,,,
480,23558 (71.6728604),417224210,Computer Science and Engineering,JEE,AI to AI,AI,4172
,,,,,,,
,,,,,,,
,,,,,,,
481,23559 (71.6728604),626719110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
482,23590 (71.6728604),112050710,Chemical Engineering,JEE,AI to AI,AI,
483,23618 (71.6728604),320024610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
484,23683 (71.4515003),417924210,Computer Science and Engineering,JEE,AI to AI,AI,
485,23735 (71.4515003),680219110,Civil Engineering,JEE,AI to AI,AI,
486,23741 (71.4515003),517324510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
487,23939 (71.2262999),620719110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
488,23950 (71.2262999),628161210,Mechanical Engineering,JEE,AI to AI,AI,
489,24018 (71.1770368),632324610,Information Technology,JEE,AI to AI,AI,
490,24078 (71.1524350),622237210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
491,24086 (71.1524350),676924510,Computer Engineering,JEE,AI to AI,AI,
492,24104 (71.0039413),662524510,Computer Engineering,JEE,AI to AI,AI,
493,24150 (70.9708755),319824510,Computer Engineering,JEE,AI to AI,AI,
494,24171 (70.9708755),628137210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
495,24219 (70.8863847),417724610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
496,24248 (70.8051737),416735610,Electrical Engg[Electronics and Power],JEE,AI to AI,AI,
497,24259 (70.8051737),417437210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
498,24412 (70.6754470),430424510F,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
499,24457 (70.6162832),518124510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
500,24513 (70.6162832),344019110,Civil Engineering,JEE,AI to AI,AI,
501,24612 (70.5585470),614161210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
502,24633 (70.5585470),615519110,Civil Engineering,JEE,AI to AI,AI,
503,24642 (70.4622930),417824210,Computer Science and Engineering,JEE,AI to AI,AI,
504,24665 (70.4622930),512129320,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
505,24694 (70.4622930),620761210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
506,24702 (70.4622930),614119110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
507,24738 (70.4622930),680824510,Computer Engineering,JEE,AI to AI,AI,
508,24901 (70.2457850),677024610,Information Technology,JEE,AI to AI,AI,
509,24970 (70.1700212),626761210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
510,25072 (70.1302524),517619110,Civil Engineering,JEE,AI to AI,AI,
511,25156 (69.9050138),318837210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
512,25191 (69.9050138),515124610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
513,25339 (69.5411946),516229310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
514,25384 (69.5376423),630324210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
515,25396 (69.5376423),322224510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
516,25481 (69.5072406),617661210,Mechanical Engineering,JEE,AI to AI,AI,
517,25498 (69.5072406),112024210,Computer Science and Engineering,JEE,AI to AI,AI,
518,25517 (69.5072406),533124510,Computer Engineering,JEE,AI to AI,AI,
519,25598 (69.3848277),512429310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
520,25607 (69.3848277),615661220,Mechanical Engineering,JEE,AI to AI,AI,
521,25616 (69.3848277),111424210,Computer Science and Engineering,JEE,AI to AI,AI,
522,25721 (69.3382515),347162410,Mechatronics Engineering,JEE,AI to AI,AI,
523,25740 (69.3382515),539924510,Computer Engineering,JEE,AI to AI,AI,
524,25822 (69.2399387),631124610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
525,25827 (69.2087250),676861210,Mechanical Engineering,JEE,AI to AI,AI,
526,25928 (69.1146197),317437610,Electronics Engineering,JEE,AI to AI,AI,
527,25974 (69.0439868),627724610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
528,26009 (68.8165586),320050710,Chemical Engineering,JEE,AI to AI,AI,
,,,,,,,
529,26012 (68.8165586),430519110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
530,26062 (68.7860375),679524510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
531,26175 (68.6660278),110524610,Information Technology,JEE,AI to AI,AI,
532,26223 (68.6660278),662224510,Computer Engineering,JEE,AI to AI,AI,
533,26284 (68.4959387),322124510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
534,26296 (68.4959387),632529310,Electrical Engineering,JEE,AI to AI,AI,
535,26349 (68.4695850),211361220,Mechanical Engineering,JEE,AI to AI,AI,
536,26380 (68.4199434),683924210,Computer Science and Engineering,JEE,AI to AI,AI,
537,26632 (68.2368278),622289010,Textile Chemistry,JEE,AI to AI,AI,
,,,,,,,
538,26652 (68.2121972),253324210,Computer Science and Engineering,JEE,AI to AI,AI,
539,26683 (68.2121972),620761220,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
540,26745 (68.1114803),622289510,Textile Plant Engineering,JEE,AI to AI,AI,
,,,,,,,
541,26762 (68.1114803),626924210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
542,26783 (67.9599476),464961210,Mechanical Engineering,JEE,AI to AI,AI,
543,26902 (67.7086945),618424510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
544,26907 (67.7086945),540824510,Computer Engineering,JEE,AI to AI,AI,
545,27104 (67.5175430),411837210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
546,27158 (67.4889351),510924610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
547,27333 (67.3801182),213219110,Civil Engineering,JEE,AI to AI,AI,
548,27356 (67.3800655),213724210,Computer Science and Engineering,JEE,AI to AI,AI,
549,27441 (67.2236926),213261210,Mechanical Engineering,JEE,AI to AI,AI,
550,27575 (67.1556729),319661210,Mechanical Engineering,JEE,AI to AI,AI,
551,27624 (67.0810603),614424510,Computer Engineering,JEE,AI to AI,AI,
552,27629 (66.9789737),464919110,Civil Engineering,JEE,AI to AI,AI,
553,27649 (66.9789737),613929320,Electrical Engineering,JEE,AI to AI,AI,
554,27663 (66.9789737),319037210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
555,27702 (66.8187505),629824610,Information Technology,JEE,AI to AI,AI,
556,27737 (66.8187505),321724510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
557,27752 (66.8168358),110724210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
558,27922 (66.7631260),615637210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
559,28084 (66.6238756),663424510,Computer Engineering,JEE,AI to AI,AI,
560,28174 (66.5013060),112824210,Computer Science and Engineering,JEE,AI to AI,AI,
561,28298 (66.4691294),615629310,Electrical Engineering,JEE,AI to AI,AI,
562,28326 (66.4691294),510450710,Chemical Engineering,JEE,AI to AI,AI,
563,28360 (66.4472304),626720110,Environmental Engineering,JEE,AI to AI,AI,
,,,,,,,
564,28364 (66.4472304),314837610,Electronics Engineering,JEE,AI to AI,AI,
565,28556 (66.0521035),212724210,Computer Science and Engineering,JEE,AI to AI,AI,
566,28646 (65.8919174),622229310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
567,28668 (65.8501189),690124510,Computer Engineering,JEE,AI to AI,AI,
568,28672 (65.8501189),413824610,Information Technology,JEE,AI to AI,AI,
569,28750 (65.8501189),517724510,Computer Engineering,JEE,AI to AI,AI,
570,28770 (65.8501189),319637220,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
571,28786 (65.7141041),213629310,Electrical Engineering,JEE,AI to AI,AI,
572,28808 (65.7141041),516261210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
573,28830 (65.7141041),626824210,Computer Science and Engineering,JEE,AI to AI,AI,
574,28849 (65.7000000),676924610,Information Technology,JEE,AI to AI,AI,
575,28958 (65.6619512),510819110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
576,29020 (65.6619512),516037210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
577,29041 (65.6411941),213229310,Electrical Engineering,JEE,AI to AI,AI,
578,29390 (65.1669126),631724210,Computer Science and Engineering,JEE,AI to AI,AI,
579,29391 (65.1669126),413424210,Computer Science and Engineering,JEE,AI to AI,AI,
580,29498 (65.0003237),679424510,Computer Engineering,JEE,AI to AI,AI,
581,29500 (65.0003237),318719120,Civil Engineering,JEE,AI to AI,AI,
582,29512 (65.0003237),317537210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
583,29624 (64.8839846),410425110,Computer Technology,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
584,29704 (64.8124487),533037210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
585,29818 (64.3161928),111650710,Chemical Engineering,JEE,AI to AI,AI,
586,29837 (64.3161928),676824510,Computer Engineering,JEE,AI to AI,AI,
587,29989 (64.2398106),516029310,Electrical Engineering,JEE,AI to AI,AI,
588,30017 (64.2170234),417824610,Information Technology,JEE,AI to AI,AI,
589,30040 (64.0886637),111419110,Civil Engineering,JEE,AI to AI,AI,
590,30069 (64.0886637),510424510,Computer Engineering,JEE,AI to AI,AI,
591,30205 (64.0398484),622324210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
592,30235 (64.0291347),414724610,Information Technology,JEE,AI to AI,AI,
593,30255 (64.0291347),343937210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
594,30296 (64.0153637),322037210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
595,30405 (63.8803737),516124610,Information Technology,JEE,AI to AI,AI,
596,30426 (63.8803737),516237210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
597,30559 (63.5905962),677024510,Computer Engineering,JEE,AI to AI,AI,
598,30600 (63.5905962),126524210,Computer Science and Engineering,JEE,AI to AI,AI,
599,30846 (63.3003143),510837210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
600,30952 (63.0917988),317437620,Electronics Engineering,JEE,AI to AI,AI,
601,30960 (63.0917988),512524510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
602,31040 (63.0706878),414237210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
603,31085 (63.0675546),317529310,Electrical Engineering,JEE,AI to AI,AI,
604,31131 (63.0640792),622219110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
605,31156 (62.8260946),622024210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
606,31167 (62.8260946),662824510,Computer Engineering,JEE,AI to AI,AI,
607,31179 (62.8260946),541119110,Civil Engineering,JEE,AI to AI,AI,
608,31232 (62.6710261),628537210F,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
,,,,,,,
,,,,,,,
,,,,,,,
609,31423 (62.3957288),212624210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
610,31439 (62.3830848),628461210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
611,31459 (62.3830848),111424610,Information Technology,JEE,AI to AI,AI,
612,31487 (62.3606885),617619110,Civil Engineering,JEE,AI to AI,AI,
613,31500 (62.3606885),630437210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
614,31522 (62.3606885),346524510,Computer Engineering,JEE,AI to AI,AI,
615,31763 (62.1191773),416337010,Electronics and Communication,JEE,AI to AI,AI,
,,,Engineering,,,,
616,32047 (61.7312137),319019110,Civil Engineering,JEE,AI to AI,AI,
617,32071 (61.7312137),343929310,Electrical Engineering,JEE,AI to AI,AI,
618,32153 (61.6481889),679424610,Information Technology,JEE,AI to AI,AI,
619,32235 (61.5862412),628419110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
620,32280 (61.4988490),614529310,Electrical Engineering,JEE,AI to AI,AI,
621,32416 (61.4438259),660924510,Computer Engineering,JEE,AI to AI,AI,
622,32418 (61.4438259),313546610,Instrumentation Engineering,JEE,AI to AI,AI,
623,32469 (61.3678487),628319110,Civil Engineering,JEE,AI to AI,AI,
624,32509 (61.3678487),110519110,Civil Engineering,JEE,AI to AI,AI,
625,32518 (61.3678487),539024510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
626,32546 (61.3424634),413924210,Computer Science and Engineering,JEE,AI to AI,AI,
627,32588 (61.3424634),621946110,Bio Medical Engineering,JEE,AI to AI,AI,
628,32864 (61.1082493),673219110,Civil Engineering,JEE,AI to AI,AI,
629,32871 (61.1082493),114829310,Electrical Engineering,JEE,AI to AI,AI,
630,32880 (61.1082493),673237210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
631,33072 (60.8771803),516219110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
632,33087 (60.8771803),510861210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
633,33168 (60.6871111),114824210,Computer Science and Engineering,JEE,AI to AI,AI,
634,33251 (60.5129141),614537210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
635,33507 (60.2448149),533161210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
636,33560 (60.2288177),414424210,Computer Science and Engineering,JEE,AI to AI,AI,
