Sr. No,"All India 
Merit",Choice Code,Course Name,"Exam(JEE/
MHT-CET)",Type,Seat Type,InstituteCode
266,14522 (83.5647688),411637210,Electronics and ,JEE(Main),AI to AI,AI,4116
,,,Telecommunication Engg,,,,
267,14523 (83.5647688),319692010,Computer Science and ,JEE(Main),AI to AI,AI,3196
,,,Engineering (Internet of ,,,,
268,14643 (83.4373794),319424610,Information Technology,JEE(Main),AI to AI,AI,3194
269,14675 (83.4124426),319026310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,3190
,,,and Data Science,,,,
270,14686 (83.4124426),699124610,Information Technology,JEE(Main),AI to AI,AI,6991
,,,,,,,
271,14694 (83.3563365),517224510,Computer Engineering,JEE(Main),AI to AI,AI,5172
272,14706 (83.3336002),512125710,Computer Science and ,JEE(Main),AI to AI,AI,5121
,,,Design,,,,
273,14713 (83.2974835),675524510,Computer Engineering,JEE(Main),AI to AI,AI,6755
274,14740 (83.2920029),631024610,Information Technology,JEE(Main),AI to AI,AI,6310
,,,,,,,
275,14843 (83.1702308),318724610,Information Technology,JEE(Main),AI to AI,AI,3187
276,14885 (83.1622430),621456810,Computer Science and ,JEE(Main),AI to AI,AI,6214
,,,Information Technology,,,,
277,14930 (83.1058115),517292110,Artificial Intelligence and ,JEE(Main),AI to AI,AI,5172
,,,Machine Learning,,,,
278,14964 (83.0643972),417499710,Artificial Intelligence,JEE(Main),AI to AI,AI,4174
279,14988 (83.0607833),618224510,Computer Engineering,JEE(Main),AI to AI,AI,6182
280,15042 (82.9874745),614526310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,6145
,,,and Data Science,,,,
281,15060 (82.9762178),417724210,Computer Science and ,JEE(Main),AI to AI,AI,4177
,,,Engineering,,,,
282,15106 (82.9143955),677224510,Computer Engineering,JEE(Main),AI to AI,AI,6772
283,15234 (82.7754579),628424610,Information Technology,JEE(Main),AI to AI,AI,6284
,,,,,,,
284,15241 (82.7754579),615537210,Electronics and ,JEE(Main),AI to AI,AI,6155
,,,Telecommunication Engg,,,,
285,15243 (82.7754579),314825210,Cyber Security,JEE(Main),AI to AI,AI,3148
,,,,,,,
,,,,,,,
286,15586 (82.4614577),612224510,Computer Engineering,JEE(Main),AI to AI,AI,6122
287,15698 (82.3681050),662237210,Electronics and ,JEE(Main),AI to AI,AI,6622
,,,Telecommunication Engg,,,,
288,15724 (82.3605534),318826310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,3188
,,,and Data Science,,,,
289,15768 (82.2834180),677224610,Information Technology,JEE(Main),AI to AI,AI,6772
290,15828 (82.1862457),317524510,Computer Engineering,JEE(Main),AI to AI,AI,3175
,,,,,,,
291,15915 (82.1052334),618524610,Information Technology,JEE(Main),AI to AI,AI,6185
292,15942 (82.0649520),613937210,Electronics and ,JEE(Main),AI to AI,AI,6139
,,,Telecommunication Engg,,,,
293,15998 (82.0257548),321824510,Computer Engineering,JEE(Main),AI to AI,AI,3218
,,,,,,,
294,16003 (82.0116978),416737210,Electronics and ,JEE(Main),AI to AI,AI,4167
,,,Telecommunication Engg,,,,
295,16100 (81.9456350),320790010,Electronics and Computer ,JEE(Main),AI to AI,AI,3207
,,,Science,,,,
296,16152 (81.9307215),620324510,Computer Engineering,JEE(Main),AI to AI,AI,6203
297,16173 (81.8853408),618224610,Information Technology,JEE(Main),AI to AI,AI,6182
298,16243 (81.8322216),342324510,Computer Engineering,JEE(Main),AI to AI,AI,3423
299,16361 (81.6949510),516224510,Computer Engineering,JEE(Main),AI to AI,AI,5162
,,,,,,,
300,16391 (81.6591819),617924510,Computer Engineering,JEE(Main),AI to AI,AI,6179
,,,,,,,
301,16397 (81.6361540),412324610,Information Technology,JEE(Main),AI to AI,AI,4123
,,,,,,,
302,16482 (81.4811868),510824510,Computer Engineering,JEE(Main),AI to AI,AI,5108
,,,,,,,
303,16493 (81.4811868),319499510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3194
,,,Data Science,,,,
304,16502 (81.4811868),517291210,Computer Science and ,JEE(Main),AI to AI,AI,5172
,,,Engineering(Data Science),,,,
305,16506 (81.4668630),318392010,Computer Science and ,JEE(Main),AI to AI,AI,3183
,,,Engineering (Internet of ,,,,
306,16585 (81.4577183),617737210,Electronics and ,JEE(Main),AI to AI,AI,6177
,,,Telecommunication Engg,,,,
307,16601 (81.4301735),414291010,Computer Science and ,JEE(Main),AI to AI,AI,4142
,,,Engineering(Cyber ,,,,
308,16672 (81.3772902),319691110,Computer Science and ,JEE(Main),AI to AI,AI,3196
,,,Engineering(Artificial ,,,,
309,16691 (81.3620175),699126310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,6991
,,,and Data Science,,,,
310,16695 (81.3620175),618724510,Computer Engineering,JEE(Main),AI to AI,AI,6187
,,,,,,,
311,16793 (81.3289496),622224210,Computer Science and ,JEE(Main),AI to AI,AI,6222
,,,Engineering,,,,
312,16899 (81.1448412),412399510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,4123
,,,Data Science,,,,
313,16925 (81.0733766),321024510,Computer Engineering,JEE(Main),AI to AI,AI,3210
,,,,,,,
,16945 (81.0567609),628919110,Civil Engineering,JEE(Main),AI to AI,AI,6289
,,,,,,,
315,16969 (81.0519109),620399510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6203
,,,Data Science,,,,
,,,,,,,
316,17035 (81.0121021),319224510,Computer Engineering,JEE(Main),AI to AI,AI,3192
317,17041 (81.0121021),320461210,Mechanical Engineering,JEE(Main),AI to AI,AI,3204
318,17131 (80.9572920),342324610,Information Technology,JEE(Main),AI to AI,AI,3423
319,17242 (80.8225945),683426310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,6834
,,,and Data Science,,,,
320,17264 (80.7832606),618724610,Information Technology,JEE(Main),AI to AI,AI,6187
,,,,,,,
321,17268 (80.7832606),683424510,Computer Engineering,JEE(Main),AI to AI,AI,6834
322,17299 (80.7592477),347524610,Information Technology,JEE(Main),AI to AI,AI,3475
323,17301 (80.6622660),318324610,Information Technology,JEE(Main),AI to AI,AI,3183
,,,,,,,
324,17316 (80.6622660),627821910,Robotics and Automation,JEE(Main),AI to AI,AI,6278
325,17324 (80.6549008),417426210,Computer Science and ,JEE(Main),AI to AI,AI,4174
,,,Business Systems,,,,
326,17364 (80.6503121),413824210,Computer Science and ,JEE(Main),AI to AI,AI,4138
,,,Engineering,,,,
327,17374 (80.6503121),675526310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,6755
,,,and Data Science,,,,
328,17391 (80.6437768),615637210,Electronics and ,JEE(Main),AI to AI,AI,6156
,,,Telecommunication Engg,,,,
329,17424 (80.5949338),699156610,Computer Science,JEE(Main),AI to AI,AI,6991
330,17459 (80.5864480),347591110,Computer Science and ,JEE(Main),AI to AI,AI,3475
,,,Engineering(Artificial ,,,,
,,,,,,,
331,17509 (80.5620424),533024510,Computer Engineering,JEE(Main),AI to AI,AI,5330
,,,,,,,
332,17542 (80.5408434),621491110,Computer Science and ,JEE(Main),AI to AI,AI,6214
,,,Engineering(Artificial ,,,,
333,17583 (80.5095038),679424510,Computer Engineering,JEE(Main),AI to AI,AI,6794
334,17640 (80.4388659),413624210,Computer Science and ,JEE(Main),AI to AI,AI,4136
,,,Engineering,,,,
335,17703 (80.3989443),412325110,Computer Technology,JEE(Main),AI to AI,AI,4123
,,,,,,,
336,17733 (80.3833917),516024610,Information Technology,JEE(Main),AI to AI,AI,5160
,,,,,,,
337,17741 (80.3833917),413724210,Computer Science and ,JEE(Main),AI to AI,AI,4137
,,,Engineering,,,,
338,17746 (80.3090225),625024210,Computer Science and ,JEE(Main),AI to AI,AI,6250
,,,Engineering,,,,
339,17816 (80.2028565),544924610,Information Technology,JEE(Main),AI to AI,AI,5449
340,17837 (80.2028565),626726210,Computer Science and ,JEE(Main),AI to AI,AI,6267
,,,Business Systems,,,,
341,17856 (80.1753057),318799510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3187
,,,Data Science,,,,
342,17926 (80.1269671),110524210,Computer Science and ,JEE(Main),AI to AI,AI,1105
,,,Engineering,,,,
343,18008 (80.0524250),627837810,Electronics Engineering ( ,JEE(Main),AI to AI,AI,6278
,,,VLSI Design and ,,,,
344,18012 (80.0524250),412326610,Robotics and Artificial ,JEE(Main),AI to AI,AI,4123
,,,Intelligence,,,,
,18018 (80.0524250),417437210,Electronics and ,JEE(Main),AI to AI,AI,4174
,,,Telecommunication Engg,,,,
,,,,,,,
346,18085 (80.0325520),628137210,Electronics and ,JEE(Main),AI to AI,AI,6281
,,,Telecommunication Engg,,,,
347,18100 (79.9776163),464924510,Computer Engineering,JEE(Main),AI to AI,AI,4649
348,18119 (79.9382039),515224210,Computer Science and ,JEE(Main),AI to AI,AI,5152
,,,Engineering,,,,
349,18215 (79.8609836),682261210,Mechanical Engineering,JEE(Main),AI to AI,AI,6822
,,,,,,,
350,18255 (79.8114033),314624510,Computer Engineering,JEE(Main),AI to AI,AI,3146
,,,,,,,
351,18305 (79.7475822),314890010,Electronics and Computer ,JEE(Main),AI to AI,AI,3148
,,,Science,,,,
352,18522 (79.5726103),631124510,Computer Engineering,JEE(Main),AI to AI,AI,6311
,,,,,,,
353,18525 (79.5726103),617999510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6179
,,,Data Science,,,,
354,18528 (79.5726103),628499510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6284
,,,Data Science,,,,
355,18539 (79.5726103),315424510,Computer Engineering,JEE(Main),AI to AI,AI,3154
,,,,,,,
356,18643 (79.4671349),628891110,Computer Science and ,JEE(Main),AI to AI,AI,6288
,,,Engineering(Artificial ,,,,
357,18709 (79.3806422),629824510,Computer Engineering,JEE(Main),AI to AI,AI,6298
,,,,,,,
358,18737 (79.3478974),319291110,Computer Science and ,JEE(Main),AI to AI,AI,3192
,,,Engineering(Artificial ,,,,
359,18811 (79.2631259),317619110,Civil Engineering,JEE(Main),AI to AI,AI,3176
,18822 (79.2447637),614191610,Automation and Robotics,JEE(Main),AI to AI,AI,6141
,,,,,,,
,,,,,,,
361,18829 (79.2447637),320737210,Electronics and ,JEE(Main),AI to AI,AI,3207
,,,Telecommunication Engg,,,,
362,18896 (79.1925781),414291710,Data Science,JEE(Main),AI to AI,AI,4142
,,,,,,,
363,18910 (79.1925781),539624510,Computer Engineering,JEE(Main),AI to AI,AI,5396
,,,,,,,
364,18942 (79.1388745),532229310,Electrical Engineering,JEE(Main),AI to AI,AI,5322
365,19046 (79.0960224),314837210,Electronics and ,JEE(Main),AI to AI,AI,3148
,,,Telecommunication Engg,,,,
366,19154 (78.9316757),630724510,Computer Engineering,JEE(Main),AI to AI,AI,6307
,,,,,,,
367,19307 (78.8200907),317591110,Computer Science and ,JEE(Main),AI to AI,AI,3175
,,,Engineering(Artificial ,,,,
368,19313 (78.8200907),676924510,Computer Engineering,JEE(Main),AI to AI,AI,6769
369,19350 (78.7613987),320390010,Electronics and Computer ,JEE(Main),AI to AI,AI,3203
,,,Science,,,,
370,19353 (78.7613987),620729310,Electrical Engineering,JEE(Main),AI to AI,AI,6207
,,,,,,,
371,19385 (78.7526887),515124510,Computer Engineering,JEE(Main),AI to AI,AI,5151
,,,,,,,
372,19393 (78.7526887),314719110,Civil Engineering,JEE(Main),AI to AI,AI,3147
,,,,,,,
373,19436 (78.6652357),317524610,Information Technology,JEE(Main),AI to AI,AI,3175
,,,,,,,
374,19485 (78.5886577),319761210,Mechanical Engineering,JEE(Main),AI to AI,AI,3197
,,,,,,,
,19543 (78.5526854),413699710,Artificial Intelligence,JEE(Main),AI to AI,AI,4136
,,,,,,,
,,,,,,,
376,19592 (78.4678842),412300210,Aeronautical Engineering,JEE(Main),AI to AI,AI,4123
,,,,,,,
377,19610 (78.4678842),318824610,Information Technology,JEE(Main),AI to AI,AI,3188
,,,,,,,
378,19627 (78.4371993),347591210,Computer Science and ,JEE(Main),AI to AI,AI,3475
,,,Engineering(Data Science),,,,
379,19806 (78.3193792),510824610,Information Technology,JEE(Main),AI to AI,AI,5108
,,,,,,,
380,19876 (78.2134329),413791110,Computer Science and ,JEE(Main),AI to AI,AI,4137
,,,Engineering(Artificial ,,,,
381,19887 (78.2134329),318937210,Electronics and ,JEE(Main),AI to AI,AI,3189
,,,Telecommunication Engg,,,,
382,19890 (78.2134329),673299510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6732
,,,Data Science,,,,
383,19900 (78.2048303),626537210,Electronics and ,JEE(Main),AI to AI,AI,6265
,,,Telecommunication Engg,,,,
384,19919 (78.1853966),612291210,Computer Science and ,JEE(Main),AI to AI,AI,6122
,,,Engineering(Data Science),,,,
385,19936 (78.1639224),620624510,Computer Engineering,JEE(Main),AI to AI,AI,6206
386,19954 (78.1522863),516224610,Information Technology,JEE(Main),AI to AI,AI,5162
,,,,,,,
387,19969 (78.1522863),319491210,Computer Science and ,JEE(Main),AI to AI,AI,3194
,,,Engineering(Data Science),,,,
388,19972 (78.1522863),211424210,Computer Science and ,JEE(Main),AI to AI,AI,2114
,,,Engineering,,,,
389,19991 (78.1201788),320190010,Electronics and Computer ,JEE(Main),AI to AI,AI,3201
,,,Science,,,,
390,20017 (78.1034323),322324510,Computer Engineering,JEE(Main),AI to AI,AI,3223
,,,,,,,
,,,,,,,
391,20089 (77.9780407),663424510,Computer Engineering,JEE(Main),AI to AI,AI,6634
392,20111 (77.9780407),321024610,Information Technology,JEE(Main),AI to AI,AI,3210
,,,,,,,
393,20145 (77.8803051),414299710,Artificial Intelligence,JEE(Main),AI to AI,AI,4142
,,,,,,,
394,20210 (77.8166819),414237210,Electronics and ,JEE(Main),AI to AI,AI,4142
,,,Telecommunication Engg,,,,
395,20264 (77.8073108),628324210,Computer Science and ,JEE(Main),AI to AI,AI,6283
,,,Engineering,,,,
396,20357 (77.6899837),315424610,Information Technology,JEE(Main),AI to AI,AI,3154
,,,,,,,
397,20406 (77.6438833),614424510,Computer Engineering,JEE(Main),AI to AI,AI,6144
398,20426 (77.6371904),315491110,Computer Science and ,JEE(Main),AI to AI,AI,3154
,,,Engineering(Artificial ,,,,
399,20431 (77.6371904),627429310,Electrical Engineering,JEE(Main),AI to AI,AI,6274
,,,,,,,
400,20441 (77.6329152),676924610,Information Technology,JEE(Main),AI to AI,AI,6769
401,20446 (77.6329152),347124510,Computer Engineering,JEE(Main),AI to AI,AI,3471
402,20576 (77.5439017),321824610,Information Technology,JEE(Main),AI to AI,AI,3218
,,,,,,,
403,20584 (77.5335462),516424510,Computer Engineering,JEE(Main),AI to AI,AI,5164
,,,,,,,
404,20613 (77.4830538),664924510,Computer Engineering,JEE(Main),AI to AI,AI,6649
,,,,,,,
405,20620 (77.4830538),413791210,Computer Science and ,JEE(Main),AI to AI,AI,4137
,,,Engineering(Data Science),,,,
,,,,,,,
406,20661 (77.4557682),626737210,Electronics and ,JEE(Main),AI to AI,AI,6267
,,,Telecommunication Engg,,,,
407,20816 (77.1746580),699124510,Computer Engineering,JEE(Main),AI to AI,AI,6991
408,20875 (77.1411716),533024610,Information Technology,JEE(Main),AI to AI,AI,5330
,,,,,,,
409,20934 (77.1175191),430424550F,Computer Engineering,JEE(Main),AI to AI,AI,4304
,,,,,,,
410,20963 (77.0423210),631124610,Information Technology,JEE(Main),AI to AI,AI,6311
,,,,,,,
411,21018 (77.0221747),641924210,Computer Science and ,JEE(Main),AI to AI,AI,6419
,,,Engineering,,,,
412,21064 (77.0111213),620624610,Information Technology,JEE(Main),AI to AI,AI,6206
413,21194 (76.9418303),313537210,Electronics and ,JEE(Main),AI to AI,AI,3135
,,,Telecommunication Engg,,,,
414,21197 (76.9418303),411546110,Bio Medical Engineering,JEE(Main),AI to AI,AI,4115
415,21207 (76.9404314),512137210,Electronics and ,JEE(Main),AI to AI,AI,5121
,,,Telecommunication Engg,,,,
416,21253 (76.9241774),321891210,Computer Science and ,JEE(Main),AI to AI,AI,3218
,,,Engineering(Data Science),,,,
417,21303 (76.8643812),629824610,Information Technology,JEE(Main),AI to AI,AI,6298
,,,,,,,
418,21320 (76.8200435),319299510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3192
,,,Data Science,,,,
419,21333 (76.8200435),677024510,Computer Engineering,JEE(Main),AI to AI,AI,6770
420,21435 (76.6557460),630724610,Information Technology,JEE(Main),AI to AI,AI,6307
,,,,,,,
,,,,,,,
421,21486 (76.5579306),632524510,Computer Engineering,JEE(Main),AI to AI,AI,6325
,,,,,,,
422,21517 (76.5520363),618424510,Computer Engineering,JEE(Main),AI to AI,AI,6184
,,,,,,,
423,21555 (76.4996883),515124610,Information Technology,JEE(Main),AI to AI,AI,5151
,,,,,,,
424,21556 (76.4996883),317625910,Mechanical and ,JEE(Main),AI to AI,AI,3176
,,,Mechatronics Engineering ,,,,
425,21573 (76.4996883),613824510,Computer Engineering,JEE(Main),AI to AI,AI,6138
,,,,,,,
426,21575 (76.4996883),614537210,Electronics and ,JEE(Main),AI to AI,AI,6145
,,,Telecommunication Engg,,,,
427,21596 (76.4944031),412326510,Industrial IoT,JEE(Main),AI to AI,AI,4123
,,,,,,,
428,21613 (76.4944031),641991310,Computer Science and ,JEE(Main),AI to AI,AI,6419
,,,Engineering (Artificial ,,,,
429,21653 (76.4372034),110137210,Electronics and ,JEE(Main),AI to AI,AI,1101
,,,Telecommunication Engg,,,,
430,21669 (76.4054491),516226310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,5162
,,,and Data Science,,,,
431,21740 (76.3743101),322324610,Information Technology,JEE(Main),AI to AI,AI,3223
,,,,,,,
432,21751 (76.3743101),629899510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6298
,,,Data Science,,,,
433,21775 (76.3520021),622226310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,6222
,,,and Data Science,,,,
,21820 (76.3119856),417724610,Information Technology,JEE(Main),AI to AI,AI,4177
,,,,,,,
435,21832 (76.3119856),627524510,Computer Engineering,JEE(Main),AI to AI,AI,6275
,,,,,,,
,,,,,,,
436,21855 (76.2460902),417461210,Mechanical Engineering,JEE(Main),AI to AI,AI,4174
437,21871 (76.2460902),347199510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3471
,,,Data Science,,,,
438,22077 (76.1295493),628191610,Automation and Robotics,JEE(Main),AI to AI,AI,6281
439,22078 (76.1295493),539924510,Computer Engineering,JEE(Main),AI to AI,AI,5399
440,22082 (76.1295493),515199510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,5151
,,,Data Science,,,,
441,22204 (75.9809793),319292010,Computer Science and ,JEE(Main),AI to AI,AI,3192
,,,Engineering (Internet of ,,,,
442,22207 (75.9809793),614650710,Chemical Engineering,JEE(Main),AI to AI,AI,6146
443,22238 (75.9430624),663424610,Information Technology,JEE(Main),AI to AI,AI,6634
444,22305 (75.8415920),513924510,Computer Engineering,JEE(Main),AI to AI,AI,5139
445,22458 (75.6301241),677024610,Information Technology,JEE(Main),AI to AI,AI,6770
446,22475 (75.6290746),679424610,Information Technology,JEE(Main),AI to AI,AI,6794
447,22565 (75.5819043),614924510,Computer Engineering,JEE(Main),AI to AI,AI,6149
448,22624 (75.5243596),110524610,Information Technology,JEE(Main),AI to AI,AI,1105
449,22717 (75.4453380),627261210,Mechanical Engineering,JEE(Main),AI to AI,AI,6272
450,22727 (75.4221610),510826310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,5108
,,,and Data Science,,,,
,,,,,,,
451,22728 (75.4221610),617837210,Electronics and ,JEE(Main),AI to AI,AI,6178
,,,Telecommunication Engg,,,,
452,22823 (75.3413814),625091110,Computer Science and ,JEE(Main),AI to AI,AI,6250
,,,Engineering(Artificial ,,,,
453,22829 (75.3413814),315491210,Computer Science and ,JEE(Main),AI to AI,AI,3154
,,,Engineering(Data Science),,,,
454,22861 (75.3358857),317591210,Computer Science and ,JEE(Main),AI to AI,AI,3175
,,,Engineering(Data Science),,,,
455,22925 (75.2877028),629892110,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6298
,,,Machine Learning,,,,
456,22936 (75.2877028),628537250F,Electronics and ,JEE(Main),AI to AI,AI,6285
,,,Telecommunication Engg,,,,
457,23079 (75.0313411),347724510,Computer Engineering,JEE(Main),AI to AI,AI,3477
458,23109 (74.9878260),321224510,Computer Engineering,JEE(Main),AI to AI,AI,3212
,,,,,,,
459,23178 (74.9476386),412337210,Electronics and ,JEE(Main),AI to AI,AI,4123
,,,Telecommunication Engg,,,,
460,23205 (74.9468041),662524510,Computer Engineering,JEE(Main),AI to AI,AI,6625
461,23313 (74.7635910),510924510,Computer Engineering,JEE(Main),AI to AI,AI,5109
,,,,,,,
462,23322 (74.7635910),314624610,Information Technology,JEE(Main),AI to AI,AI,3146
,,,,,,,
463,23348 (74.7635910),212724210,Computer Science and ,JEE(Main),AI to AI,AI,2127
,,,Engineering,,,,
464,23361 (74.7162632),618424610,Information Technology,JEE(Main),AI to AI,AI,6184
,,,,,,,
,23363 (74.7162632),516084410,Electronics and Computer ,JEE(Main),AI to AI,AI,5160
,,,Engineering,,,,
,,,,,,,
466,23395 (74.7149186),675537210,Electronics and ,JEE(Main),AI to AI,AI,6755
,,,Telecommunication Engg,,,,
467,23396 (74.7149186),413424210,Computer Science and ,JEE(Main),AI to AI,AI,4134
,,,Engineering,,,,
468,23451 (74.7089152),319324510,Computer Engineering,JEE(Main),AI to AI,AI,3193
469,23453 (74.7089152),346024510,Computer Engineering,JEE(Main),AI to AI,AI,3460
470,23678 (74.5390842),533124510,Computer Engineering,JEE(Main),AI to AI,AI,5331
,,,,,,,
471,23683 (74.4757832),632592110,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6325
,,,Machine Learning,,,,
472,23695 (74.4757832),517324510,Computer Engineering,JEE(Main),AI to AI,AI,5173
,,,,,,,
473,23703 (74.4757832),343924510,Computer Engineering,JEE(Main),AI to AI,AI,3439
474,23737 (74.3581949),416737610,Electronics Engineering,JEE(Main),AI to AI,AI,4167
475,23793 (74.3306193),342390010,Electronics and Computer ,JEE(Main),AI to AI,AI,3423
,,,Science,,,,
476,23934 (74.2254956),631037210,Electronics and ,JEE(Main),AI to AI,AI,6310
,,,Telecommunication Engg,,,,
477,24001 (74.1146093),515291310,Computer Science and ,JEE(Main),AI to AI,AI,5152
,,,Engineering (Artificial ,,,,
478,24024 (74.0741681),411637610,Electronics Engineering,JEE(Main),AI to AI,AI,4116
479,24029 (74.0741681),515291210,Computer Science and ,JEE(Main),AI to AI,AI,5152
,,,Engineering(Data Science),,,,
480,24120 (74.0064704),318337210,Electronics and ,JEE(Main),AI to AI,AI,3183
,,,Telecommunication Engg,,,,
481,24148 (73.9970026),319824210,Computer Science and ,JEE(Main),AI to AI,AI,3198
,,,Engineering,,,,
482,24151 (73.9970026),544929310,Electrical Engineering,JEE(Main),AI to AI,AI,5449
483,24169 (73.9970026),343991110,Computer Science and ,JEE(Main),AI to AI,AI,3439
,,,Engineering(Artificial ,,,,
484,24185 (73.9747361),621437210,Electronics and ,JEE(Main),AI to AI,AI,6214
,,,Telecommunication Engg,,,,
485,24211 (73.9604205),211324210,Computer Science and ,JEE(Main),AI to AI,AI,2113
,,,Engineering,,,,
486,24215 (73.9604205),614661210,Mechanical Engineering,JEE(Main),AI to AI,AI,6146
487,24216 (73.9604205),417426510,Industrial IoT,JEE(Main),AI to AI,AI,4174
488,24222 (73.9604205),314699510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3146
,,,Data Science,,,,
489,24223 (73.9604205),517399510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,5173
,,,Data Science,,,,
490,24329 (73.8394134),517237210,Electronics and ,JEE(Main),AI to AI,AI,5172
,,,Telecommunication Engg,,,,
491,24386 (73.8213978),622291110,Computer Science and ,JEE(Main),AI to AI,AI,6222
,,,Engineering(Artificial ,,,,
492,24401 (73.8184830),319392110,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3193
,,,Machine Learning,,,,
493,24539 (73.6114227),346024610,Information Technology,JEE(Main),AI to AI,AI,3460
494,24543 (73.6114227),679499510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6794
,,,Data Science,,,,
495,24567 (73.6114227),518124510,Computer Engineering,JEE(Main),AI to AI,AI,5181
,,,,,,,
,,,,,,,
496,24615 (73.6013418),322224510,Computer Engineering,JEE(Main),AI to AI,AI,3222
,,,,,,,
497,24676 (73.5339607),320861210,Mechanical Engineering,JEE(Main),AI to AI,AI,3208
498,24729 (73.4418084),413891210,Computer Science and ,JEE(Main),AI to AI,AI,4138
,,,Engineering(Data Science),,,,
499,24737 (73.3818802),614129310,Electrical Engineering,JEE(Main),AI to AI,AI,6141
,,,,,,,
500,24750 (73.3818802),614424610,Information Technology,JEE(Main),AI to AI,AI,6144
501,24814 (73.3246661),318950710,Chemical Engineering,JEE(Main),AI to AI,AI,3189
502,24862 (73.2516346),628326310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,6283
,,,and Data Science,,,,
503,24936 (73.2002146),112824210,Computer Science and ,JEE(Main),AI to AI,AI,1128
,,,Engineering,,,,
504,25005 (73.1854060),346092110,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3460
,,,Machine Learning,,,,
505,25074 (73.1532495),510924610,Information Technology,JEE(Main),AI to AI,AI,5109
,,,,,,,
506,25076 (73.1532495),627829310,Electrical Engineering,JEE(Main),AI to AI,AI,6278
507,25094 (73.1532495),626992510,Computer Science and ,JEE(Main),AI to AI,AI,6269
,,,Engineering (Artificial ,,,,
508,25153 (73.0633047),112024210,Computer Science and ,JEE(Main),AI to AI,AI,1120
,,,Engineering,,,,
509,25171 (73.0633047),225061210,Mechanical Engineering,JEE(Main),AI to AI,AI,2250
510,25190 (73.0525979),411629310,Electrical Engineering,JEE(Main),AI to AI,AI,4116
,,,,,,,
511,25213 (73.0455754),413637210,Electronics and ,JEE(Main),AI to AI,AI,4136
,,,Telecommunication Engg,,,,
512,25226 (73.0455754),627461210,Mechanical Engineering,JEE(Main),AI to AI,AI,6274
,,,,,,,
513,25293 (72.9474673),613824610,Information Technology,JEE(Main),AI to AI,AI,6138
,,,,,,,
514,25316 (72.9473176),533099510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,5330
,,,Data Science,,,,
515,25339 (72.9454479),318737210,Electronics and ,JEE(Main),AI to AI,AI,3187
,,,Telecommunication Engg,,,,
516,25373 (72.9067420),628437210,Electronics and ,JEE(Main),AI to AI,AI,6284
,,,Telecommunication Engg,,,,
517,25405 (72.8631082),513924610,Information Technology,JEE(Main),AI to AI,AI,5139
518,25429 (72.8631082),618324510,Computer Engineering,JEE(Main),AI to AI,AI,6183
,,,,,,,
519,25459 (72.7719383),620746610,Instrumentation ,JEE(Main),AI to AI,AI,6207
,,,Engineering,,,,
520,25542 (72.5772633),627524610,Information Technology,JEE(Main),AI to AI,AI,6275
,,,,,,,
521,25553 (72.5772633),416737810,Electronics Engineering ( ,JEE(Main),AI to AI,AI,4167
,,,VLSI Design and ,,,,
522,25631 (72.4997882),614492110,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6144
,,,Machine Learning,,,,
523,25649 (72.4936036),618537210,Electronics and ,JEE(Main),AI to AI,AI,6185
,,,Telecommunication Engg,,,,
524,25655 (72.4936036),413824610,Information Technology,JEE(Main),AI to AI,AI,4138
,,,,,,,
525,25677 (72.4792676),211491110,Computer Science and ,JEE(Main),AI to AI,AI,2114
,,,Engineering(Artificial ,,,,
,,,,,,,
526,25689 (72.4792676),319324610,Information Technology,JEE(Main),AI to AI,AI,3193
527,25748 (72.4492367),683924210,Computer Science and ,JEE(Main),AI to AI,AI,6839
,,,Engineering,,,,
528,25755 (72.4492367),419761210,Mechanical Engineering,JEE(Main),AI to AI,AI,4197
