Sr. No,"All India 
Merit",Choice Code,Course Name,"Exam(JEE/
MHT-CET)",Type,Seat Type,InstituteCode
266,16384 (81.6591819),682261210,Mechanical Engineering,JEE(Main),AI to AI,AI,6822
,,,,,,,
,,,,,,,
267,16490 (81.4811868),628424610,Information Technology,JEE(Main),AI to AI,AI,6284
,,,,,,,
268,16502 (81.4811868),517224510,Computer Engineering,JEE(Main),AI to AI,AI,5172
269,16513 (81.4668630),614637610,Electronics Engineering,JEE(Main),AI to AI,AI,6146
270,16619 (81.4234932),628137210,Electronics and ,JEE(Main),AI to AI,AI,6281
,,,Telecommunication Engg,,,,
271,16622 (81.4234932),412324610,Information Technology,JEE(Main),AI to AI,AI,4123
,,,,,,,
272,16669 (81.3772902),413724210,Computer Science and ,JEE(Main),AI to AI,AI,4137
,,,Engineering,,,,
273,16691 (81.3620175),617837210,Electronics and ,JEE(Main),AI to AI,AI,6178
,,,Telecommunication Engg,,,,
274,16776 (81.3289496),417737010,Electronics and ,JEE(Main),AI to AI,AI,4177
,,,Communication ,,,,
275,16792 (81.3289496),631037210,Electronics and ,JEE(Main),AI to AI,AI,6310
,,,Telecommunication Engg,,,,
276,16903 (81.1448412),413791110,Computer Science and ,JEE(Main),AI to AI,AI,4137
,,,Engineering(Artificial ,,,,
277,16952 (81.0519109),627829310,Electrical Engineering,JEE(Main),AI to AI,AI,6278
278,16992 (81.0382738),517962510,Mechanical ,JEE(Main),MH to AI,GNT1H,5179
,,,Engineering[Sandwich],,,,
279,17032 (81.0121021),319499510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3194
,,,Data Science,,,,
280,17193 (80.9445017),318391110,Computer Science and ,JEE(Main),AI to AI,AI,3183
,,,Engineering(Artificial ,,,,
,,,,,,,
281,17268 (80.7832606),620399510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6203
,,,Data Science,,,,
282,17284 (80.7592477),618224510,Computer Engineering,JEE(Main),AI to AI,AI,6182
283,17347 (80.6549008),631124510,Computer Engineering,JEE(Main),AI to AI,AI,6311
,,,,,,,
284,17356 (80.6503121),416737610,Electronics Engineering,JEE(Main),AI to AI,AI,4167
285,17358 (80.6503121),264124210,Computer Science and ,JEE(Main),MH to AI,GNT3H,2641
,,,Engineering,,,,
286,17376 (80.6503121),342324610,Information Technology,JEE(Main),AI to AI,AI,3423
287,17410 (80.6000472),318799510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3187
,,,Data Science,,,,
288,17439 (80.5864480),614191610,Automation and Robotics,JEE(Main),AI to AI,AI,6141
,,,,,,,
289,17471 (80.5813667),319692010,Computer Science and ,JEE(Main),AI to AI,AI,3196
,,,Engineering (Internet of ,,,,
290,17493 (80.5662144),510824510,Computer Engineering,JEE(Main),AI to AI,AI,5108
,,,,,,,
291,17505 (80.5662144),318324610,Information Technology,JEE(Main),AI to AI,AI,3183
,,,,,,,
292,17530 (80.5408434),618724510,Computer Engineering,JEE(Main),AI to AI,AI,6187
,,,,,,,
293,17575 (80.5407996),612224510,Computer Engineering,JEE(Main),AI to AI,AI,6122
294,17584 (80.5095038),620324510,Computer Engineering,JEE(Main),AI to AI,AI,6203
295,17707 (80.3989443),627837810,Electronics Engineering ( ,JEE(Main),AI to AI,AI,6278
,,,VLSI Design and ,,,,
296,17762 (80.2298383),618724610,Information Technology,JEE(Main),AI to AI,AI,6187
,,,,,,,
297,17807 (80.2045037),628499510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6284
,,,Data Science,,,,
298,17826 (80.2028565),464924510,Computer Engineering,JEE(Main),AI to AI,AI,4649
299,17831 (80.2028565),413791210,Computer Science and ,JEE(Main),AI to AI,AI,4137
,,,Engineering(Data Science),,,,
300,17880 (80.1504705),321024610,Information Technology,JEE(Main),AI to AI,AI,3210
,,,,,,,
301,17920 (80.1269671),699156610,Computer Science,JEE(Main),AI to AI,AI,6991
302,17951 (80.1081866),110524210,Computer Science and ,JEE(Main),AI to AI,AI,1105
,,,Engineering,,,,
303,17967 (80.0816223),621437210,Electronics and ,JEE(Main),AI to AI,AI,6214
,,,Telecommunication Engg,,,,
304,18008 (80.0524250),614129310,Electrical Engineering,JEE(Main),AI to AI,AI,6141
,,,,,,,
305,18090 (79.9776163),618524610,Information Technology,JEE(Main),AI to AI,AI,6185
306,18092 (79.9776163),613929310,Electrical Engineering,JEE(Main),AI to AI,AI,6139
307,18229 (79.8114033),318826310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,3188
,,,and Data Science,,,,
308,18246 (79.8114033),213491210,Computer Science and ,JEE(Main),AI to AI,AI,2134
,,,Engineering(Data Science),,,,
,,,,,,,
309,18344 (79.7444055),412325110,Computer Technology,JEE(Main),AI to AI,AI,4123
,,,,,,,
310,18371 (79.7302781),417724210,Computer Science and ,JEE(Main),AI to AI,AI,4177
,,,Engineering,,,,
311,18372 (79.7302781),412326610,Robotics and Artificial ,JEE(Main),AI to AI,AI,4123
,,,Intelligence,,,,
312,18452 (79.6754653),618224610,Information Technology,JEE(Main),AI to AI,AI,6182
313,18476 (79.6198492),347524610,Information Technology,JEE(Main),AI to AI,AI,3475
314,18513 (79.5726103),319491210,Computer Science and ,JEE(Main),AI to AI,AI,3194
,,,Engineering(Data Science),,,,
315,18561 (79.5269288),663424510,Computer Engineering,JEE(Main),AI to AI,AI,6634
316,18567 (79.5269288),313537210,Electronics and ,JEE(Main),AI to AI,AI,3135
,,,Telecommunication Engg,,,,
317,18666 (79.4510014),677024510,Computer Engineering,JEE(Main),AI to AI,AI,6770
318,18713 (79.3781400),320390010,Electronics and Computer ,JEE(Main),AI to AI,AI,3203
,,,Science,,,,
319,18737 (79.3478974),314890010,Electronics and Computer ,JEE(Main),AI to AI,AI,3148
,,,Science,,,,
320,18745 (79.3478974),679424510,Computer Engineering,JEE(Main),AI to AI,AI,6794
321,18829 (79.2447637),314837210,Electronics and ,JEE(Main),AI to AI,AI,3148
,,,Telecommunication Engg,,,,
322,18861 (79.2297911),410437010,Electronics and ,JEE(Main),AI to AI,AI,4104
,,,Communication ,,,,
323,18869 (79.1999013),614537210,Electronics and ,JEE(Main),AI to AI,AI,6145
,,,Telecommunication Engg,,,,
324,18913 (79.1925781),628324210,Computer Science and ,JEE(Main),AI to AI,AI,6283
,,,Engineering,,,,
325,18964 (79.1344017),126524210,Computer Science and ,JEE(Main),AI to AI,AI,1265
,,,Engineering,,,,
326,18966 (79.1344017),412337210,Electronics and ,JEE(Main),AI to AI,AI,4123
,,,Telecommunication Engg,,,,
327,18972 (79.1344017),615561210,Mechanical Engineering,JEE(Main),AI to AI,AI,6155
328,19056 (79.0960224),675526310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,6755
,,,and Data Science,,,,
329,19144 (78.9606092),319224510,Computer Engineering,JEE(Main),AI to AI,AI,3192
330,19219 (78.9136983),614424510,Computer Engineering,JEE(Main),AI to AI,AI,6144
331,19332 (78.8042854),515124510,Computer Engineering,JEE(Main),AI to AI,AI,5151
,,,,,,,
332,19404 (78.7430950),630724510,Computer Engineering,JEE(Main),AI to AI,AI,6307
,,,,,,,
333,19436 (78.6652357),322324510,Computer Engineering,JEE(Main),AI to AI,AI,3223
,,,,,,,
334,19458 (78.6224435),625024210,Computer Science and ,JEE(Main),AI to AI,AI,6250
,,,Engineering,,,,
335,19495 (78.5886577),512191910,Robotics and Automation,JEE(Main),AI to AI,AI,5121
336,19500 (78.5876902),664324210,Computer Science and ,JEE(Main),AI to AI,AI,6643
,,,Engineering,,,,
,,,,,,,
337,19592 (78.4678842),416735610,Electrical Engg[Electronics ,JEE(Main),AI to AI,AI,4167
,,,and Power],,,,
338,19644 (78.4369001),110137210,Electronics and ,JEE(Main),AI to AI,AI,1101
,,,Telecommunication Engg,,,,
339,19648 (78.4369001),317524510,Computer Engineering,JEE(Main),AI to AI,AI,3175
,,,,,,,
340,19676 (78.3941070),676924510,Computer Engineering,JEE(Main),AI to AI,AI,6769
341,19773 (78.3428986),628191610,Automation and Robotics,JEE(Main),AI to AI,AI,6281
342,19778 (78.3428986),110524610,Information Technology,JEE(Main),AI to AI,AI,1105
343,19786 (78.3251941),516224610,Information Technology,JEE(Main),AI to AI,AI,5162
,,,,,,,
344,19819 (78.3182403),664924510,Computer Engineering,JEE(Main),AI to AI,AI,6649
,,,,,,,
345,19825 (78.3182403),625091110,Computer Science and ,JEE(Main),AI to AI,AI,6250
,,,Engineering(Artificial ,,,,
346,19857 (78.2635908),629824510,Computer Engineering,JEE(Main),AI to AI,AI,6298
,,,,,,,
347,19969 (78.1522863),342390010,Electronics and Computer ,JEE(Main),AI to AI,AI,3423
,,,Science,,,,
348,20029 (78.1007593),515199510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,5151
,,,Data Science,,,,
349,20078 (78.0458255),676924610,Information Technology,JEE(Main),AI to AI,AI,6769
350,20111 (77.9780407),318824610,Information Technology,JEE(Main),AI to AI,AI,3188
,,,,,,,
,,,,,,,
351,20293 (77.8073108),318337210,Electronics and ,JEE(Main),AI to AI,AI,3183
,,,Telecommunication Engg,,,,
352,20356 (77.6899837),626584410,Electronics and Computer ,JEE(Main),AI to AI,AI,6265
,,,Engineering,,,,
353,20399 (77.6438833),315424510,Computer Engineering,JEE(Main),AI to AI,AI,3154
,,,,,,,
354,20435 (77.6371904),628537250F,Electronics and ,JEE(Main),AI to AI,AI,6285
,,,Telecommunication Engg,,,,
355,20479 (77.6019313),622324210,Computer Science and ,JEE(Main),AI to AI,AI,6223
,,,Engineering,,,,
356,20685 (77.4484038),628919110,Civil Engineering,JEE(Main),AI to AI,AI,6289
,,,,,,,
357,20731 (77.3523641),629824610,Information Technology,JEE(Main),AI to AI,AI,6298
,,,,,,,
358,20780 (77.2011024),620761210,Mechanical Engineering,JEE(Main),AI to AI,AI,6207
,,,,,,,
359,20799 (77.1746580),319299510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3192
,,,Data Science,,,,
360,20827 (77.1601745),544924510,Computer Engineering,JEE(Main),AI to AI,AI,5449
361,20856 (77.1601745),677024610,Information Technology,JEE(Main),AI to AI,AI,6770
362,20874 (77.1411716),628437210,Electronics and ,JEE(Main),AI to AI,AI,6284
,,,Telecommunication Engg,,,,
363,20896 (77.1371657),617937210,Electronics and ,JEE(Main),AI to AI,AI,6179
,,,Telecommunication Engg,,,,
,20912 (77.1175191),683424510,Computer Engineering,JEE(Main),AI to AI,AI,6834
,,,,,,,
365,21032 (77.0221747),318950710,Chemical Engineering,JEE(Main),AI to AI,AI,3189
366,21139 (76.9897738),683426310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,6834
,,,and Data Science,,,,
367,21251 (76.9241774),412329310,Electrical Engineering,JEE(Main),AI to AI,AI,4123
,,,,,,,
368,21419 (76.7171697),414724610,Information Technology,JEE(Main),AI to AI,AI,4147
369,21435 (76.6557460),516226310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,5162
,,,and Data Science,,,,
370,21439 (76.6557460),417426510,Industrial IoT,JEE(Main),AI to AI,AI,4174
371,21467 (76.5655272),225424510,Computer Engineering,JEE(Main),AI to AI,AI,2254
372,21538 (76.5520363),319037210,Electronics and ,JEE(Main),AI to AI,AI,3190
,,,Telecommunication Engg,,,,
373,21605 (76.4944031),515224210,Computer Science and ,JEE(Main),AI to AI,AI,5152
,,,Engineering,,,,
374,21703 (76.3984745),628824210,Computer Science and ,JEE(Main),AI to AI,AI,6288
,,,Engineering,,,,
375,21784 (76.3520021),413699710,Artificial Intelligence,JEE(Main),AI to AI,AI,4136
,,,,,,,
376,21792 (76.3304325),510824610,Information Technology,JEE(Main),AI to AI,AI,5108
,,,,,,,
377,21804 (76.3304325),512137210,Electronics and ,JEE(Main),AI to AI,AI,5121
,,,Telecommunication Engg,,,,
378,21813 (76.3119856),314624510,Computer Engineering,JEE(Main),AI to AI,AI,3146
,,,,,,,
,,,,,,,
379,21875 (76.2460902),699124510,Computer Engineering,JEE(Main),AI to AI,AI,6991
380,21879 (76.2460902),320429310,Electrical Engineering,JEE(Main),AI to AI,AI,3204
381,22008 (76.1489921),510826310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,5108
,,,and Data Science,,,,
382,22024 (76.1489921),630724610,Information Technology,JEE(Main),AI to AI,AI,6307
,,,,,,,
383,22026 (76.1489921),314692010,Computer Science and ,JEE(Main),AI to AI,AI,3146
,,,Engineering (Internet of ,,,,
384,22050 (76.1346192),679424610,Information Technology,JEE(Main),AI to AI,AI,6794
385,22080 (76.1295493),618424510,Computer Engineering,JEE(Main),AI to AI,AI,6184
,,,,,,,
386,22085 (76.1295493),679499510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6794
,,,Data Science,,,,
387,22125 (76.0711731),411637610,Electronics Engineering,JEE(Main),AI to AI,AI,4116
388,22133 (76.0711731),627219110,Civil Engineering,JEE(Main),AI to AI,AI,6272
389,22220 (75.9447890),614661210,Mechanical Engineering,JEE(Main),AI to AI,AI,6146
390,22251 (75.9430624),413824210,Computer Science and ,JEE(Main),AI to AI,AI,4138
,,,Engineering,,,,
391,22352 (75.7822699),412300210,Aeronautical Engineering,JEE(Main),AI to AI,AI,4123
,,,,,,,
392,22433 (75.6628071),430424550F,Computer Engineering,JEE(Main),AI to AI,AI,4304
,,,,,,,
,,,,,,,
393,22484 (75.6290746),627524510,Computer Engineering,JEE(Main),AI to AI,AI,6275
,,,,,,,
394,22554 (75.5819043),304291810,Civil and infrastructure ,JEE(Main),MH to AI,LNT1H,3042
,,,Engineering,,,,
395,22566 (75.5819043),347124510,Computer Engineering,JEE(Main),AI to AI,AI,3471
396,22650 (75.4899476),319291110,Computer Science and ,JEE(Main),AI to AI,AI,3192
,,,Engineering(Artificial ,,,,
397,22683 (75.4688360),515124610,Information Technology,JEE(Main),AI to AI,AI,5151
,,,,,,,
398,22726 (75.4221610),614650710,Chemical Engineering,JEE(Main),AI to AI,AI,6146
399,22747 (75.4149640),315424610,Information Technology,JEE(Main),AI to AI,AI,3154
,,,,,,,
400,22794 (75.4064869),628461210,Mechanical Engineering,JEE(Main),AI to AI,AI,6284
,,,,,,,
401,22798 (75.3856880),211324210,Computer Science and ,JEE(Main),AI to AI,AI,2113
,,,Engineering,,,,
402,22867 (75.3358857),111424210,Computer Science and ,JEE(Main),AI to AI,AI,1114
,,,Engineering,,,,
403,22904 (75.3201001),524425710,Computer Science and ,JEE(Main),AI to AI,AI,5244
,,,Design,,,,
404,22938 (75.2779220),411629310,Electrical Engineering,JEE(Main),AI to AI,AI,4116
405,23004 (75.1421760),317625910,Mechanical and ,JEE(Main),AI to AI,AI,3176
,,,Mechatronics Engineering ,,,,
406,23109 (74.9878260),317524610,Information Technology,JEE(Main),AI to AI,AI,3175
,,,,,,,
,,,,,,,
407,23115 (74.9878260),417419110,Civil Engineering,JEE(Main),AI to AI,AI,4174
408,23135 (74.9823481),629899510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6298
,,,Data Science,,,,
409,23141 (74.9823481),618424610,Information Technology,JEE(Main),AI to AI,AI,6184
,,,,,,,
410,23161 (74.9476386),517237210,Electronics and ,JEE(Main),AI to AI,AI,5172
,,,Telecommunication Engg,,,,
411,23168 (74.9476386),663424610,Information Technology,JEE(Main),AI to AI,AI,6634
412,23196 (74.9468041),516229310,Electrical Engineering,JEE(Main),AI to AI,AI,5162
,,,,,,,
413,23256 (74.8419930),620624510,Computer Engineering,JEE(Main),AI to AI,AI,6206
414,23293 (74.8321129),517219110,Civil Engineering,JEE(Main),AI to AI,AI,5172
415,23370 (74.7162632),410424610,Information Technology,JEE(Main),AI to AI,AI,4104
416,23443 (74.7089152),516124610,Information Technology,JEE(Main),AI to AI,AI,5161
417,23459 (74.6973509),322324610,Information Technology,JEE(Main),AI to AI,AI,3223
,,,,,,,
418,23648 (74.5886981),629892110,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6298
,,,Machine Learning,,,,
419,23722 (74.3906572),673237210,Electronics and ,JEE(Main),AI to AI,AI,6732
,,,Telecommunication Engg,,,,
420,23834 (74.3306162),322224510,Computer Engineering,JEE(Main),AI to AI,AI,3222
,,,,,,,
,,,,,,,
421,23870 (74.3006709),314624610,Information Technology,JEE(Main),AI to AI,AI,3146
,,,,,,,
422,23961 (74.1788309),617999510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6179
,,,Data Science,,,,
423,23978 (74.1146093),641924210,Computer Science and ,JEE(Main),AI to AI,AI,6419
,,,Engineering,,,,
424,24065 (74.0257825),317591110,Computer Science and ,JEE(Main),AI to AI,AI,3175
,,,Engineering(Artificial ,,,,
425,24089 (74.0257825),631137210,Electronics and ,JEE(Main),AI to AI,AI,6311
,,,Telecommunication Engg,,,,
426,24097 (74.0186064),641991310,Computer Science and ,JEE(Main),AI to AI,AI,6419
,,,Engineering (Artificial ,,,,
427,24161 (73.9970026),413824610,Information Technology,JEE(Main),AI to AI,AI,4138
,,,,,,,
428,24188 (73.9747361),320656610,Computer Science,JEE(Main),AI to AI,AI,3206
429,24229 (73.9604205),620624610,Information Technology,JEE(Main),AI to AI,AI,6206
430,24230 (73.9604205),110537210,Electronics and ,JEE(Main),AI to AI,AI,1105
,,,Telecommunication Engg,,,,
431,24233 (73.9604205),613824510,Computer Engineering,JEE(Main),AI to AI,AI,6138
,,,,,,,
432,24256 (73.8498919),414724210,Computer Science and ,JEE(Main),AI to AI,AI,4147
,,,Engineering,,,,
433,24277 (73.8498919),318937210,Electronics and ,JEE(Main),AI to AI,AI,3189
,,,Telecommunication Engg,,,,
,24319 (73.8394134),515137210,Electronics and ,JEE(Main),AI to AI,AI,5151
,,,Telecommunication Engg,,,,
,,,,,,,
435,24348 (73.8220541),264124210,Computer Science and ,JEE(Main),AI to AI,AI,2641
,,,Engineering,,,,
436,24374 (73.8220541),318737210,Electronics and ,JEE(Main),AI to AI,AI,3187
,,,Telecommunication Engg,,,,
437,24395 (73.8184830),320337210,Electronics and ,JEE(Main),AI to AI,AI,3203
,,,Telecommunication Engg,,,,
438,24426 (73.7975542),544924610,Information Technology,JEE(Main),AI to AI,AI,5449
439,24477 (73.6751190),315491210,Computer Science and ,JEE(Main),AI to AI,AI,3154
,,,Engineering(Data Science),,,,
440,24707 (73.4418084),675537210,Electronics and ,JEE(Main),AI to AI,AI,6755
,,,Telecommunication Engg,,,,
441,24770 (73.3818802),416337010,Electronics and ,JEE(Main),AI to AI,AI,4163
,,,Communication ,,,,
442,24795 (73.3514399),510924510,Computer Engineering,JEE(Main),AI to AI,AI,5109
,,,,,,,
443,24804 (73.3514399),533024510,Computer Engineering,JEE(Main),AI to AI,AI,5330
,,,,,,,
444,24875 (73.2352717),618237210,"Electronics and 
Telecommunication Engg",JEE(Main),AI to AI,AI,6182
445,24905 (73.2071743),110724210,Computer Science and ,JEE(Main),AI to AI,AI,1107
,,,Engineering,,,,
446,24924 (73.2071743),681124210,Computer Science and ,JEE(Main),AI to AI,AI,6811
,,,Engineering,,,,
447,24940 (73.2002146),413837210,Electronics and ,JEE(Main),AI to AI,AI,4138
,,,Telecommunication Engg,,,,
,24980 (73.1854060),430437250F,Electronics and ,JEE(Main),AI to AI,AI,4304
,,,Telecommunication Engg,,,,
,,,,,,,
449,25012 (73.1657761),413991110,Computer Science and ,JEE(Main),AI to AI,AI,4139
,,,Engineering(Artificial ,,,,
450,25076 (73.1532495),620746610,Instrumentation ,JEE(Main),AI to AI,AI,6207
,,,Engineering,,,,
451,25111 (73.1199810),614424610,Information Technology,JEE(Main),AI to AI,AI,6144
452,25117 (73.1199810),347199510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3471
,,,Data Science,,,,
453,25119 (73.1199810),614924510,Computer Engineering,JEE(Main),AI to AI,AI,6149
454,25130 (73.1199810),518124510,Computer Engineering,JEE(Main),AI to AI,AI,5181
,,,,,,,
455,25181 (73.0525979),680219110,Civil Engineering,JEE(Main),AI to AI,AI,6802
,,,,,,,
456,25214 (73.0455754),111424610,Information Technology,JEE(Main),AI to AI,AI,1114
,,,,,,,
457,25368 (72.9277135),618537210,Electronics and ,JEE(Main),AI to AI,AI,6185
,,,Telecommunication Engg,,,,
458,25372 (72.9067420),513924610,Information Technology,JEE(Main),AI to AI,AI,5139
459,25377 (72.9067420),622024210,Computer Science and ,JEE(Main),AI to AI,AI,6220
,,,Engineering,,,,
460,25393 (72.9067420),317591210,Computer Science and ,JEE(Main),AI to AI,AI,3175
,,,Engineering(Data Science),,,,
461,25423 (72.8631082),211325710,Computer Science and ,JEE(Main),AI to AI,AI,2113
,,,Design,,,,
462,25434 (72.8631082),322390010,Electronics and Computer ,JEE(Main),AI to AI,AI,3223
,,,Science,,,,
,,,,,,,
463,25531 (72.5772633),464919110,Civil Engineering,JEE(Main),AI to AI,AI,4649
464,25551 (72.5772633),413891210,Computer Science and ,JEE(Main),AI to AI,AI,4138
,,,Engineering(Data Science),,,,
465,25638 (72.4997882),628246610,Instrumentation ,JEE(Main),AI to AI,AI,6282
,,,Engineering,,,,
466,25641 (72.4936036),626537210,Electronics and ,JEE(Main),AI to AI,AI,6265
,,,Telecommunication Engg,,,,
467,25680 (72.4792676),213824210,Computer Science and ,JEE(Main),AI to AI,AI,2138
,,,Engineering,,,,
468,25734 (72.4492367),515291310,Computer Science and ,JEE(Main),AI to AI,AI,5152
,,,Engineering (Artificial ,,,,
469,25762 (72.4492367),212724210,Computer Science and ,JEE(Main),AI to AI,AI,2127
,,,Engineering,,,,
470,25765 (72.4492367),314699510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3146
,,,Data Science,,,,
471,25777 (72.4492367),416719110,Civil Engineering,JEE(Main),AI to AI,AI,4167
472,25905 (72.2390108),413637210,Electronics and ,JEE(Main),AI to AI,AI,4136
,,,Telecommunication Engg,,,,
473,25911 (72.2390108),627461210,Mechanical Engineering,JEE(Main),AI to AI,AI,6274
,,,,,,,
474,25931 (72.2390108),253324210,Computer Science and ,JEE(Main),AI to AI,AI,2533
,,,Engineering,,,,
475,25975 (72.2076035),347724510,Computer Engineering,JEE(Main),AI to AI,AI,3477
476,26059 (72.1365155),625091210,Computer Science and ,JEE(Main),AI to AI,AI,6250
,,,Engineering(Data Science),,,,
,,,,,,,
477,26090 (72.1120109),631724210,Computer Science and ,JEE(Main),AI to AI,AI,6317
,,,Engineering,,,,
478,26091 (72.1120109),632024510,Computer Engineering,JEE(Main),AI to AI,AI,6320
,,,,,,,
479,26114 (72.0980979),629884410,Electronics and Computer ,JEE(Main),AI to AI,AI,6298
,,,Engineering,,,,
480,26296 (71.8738673),415191210,Computer Science and ,JEE(Main),AI to AI,AI,4151
,,,Engineering(Data Science),,,,
481,26302 (71.8738673),614499510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6144
,,,Data Science,,,,
482,26378 (71.8445505),321892110,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3218
,,,Machine Learning,,,,
483,26389 (71.8445505),319292010,Computer Science and ,JEE(Main),AI to AI,AI,3192
,,,Engineering (Internet of ,,,,
484,26407 (71.7830944),411619110,Civil Engineering,JEE(Main),AI to AI,AI,4116
485,26417 (71.7830944),517399510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,5173
,,,Data Science,,,,
486,26443 (71.7827727),516124510,Computer Engineering,JEE(Main),AI to AI,AI,5161
487,26452 (71.7827727),517229310,Electrical Engineering,JEE(Main),AI to AI,AI,5172
488,26480 (71.7827727),347125710,Computer Science and ,JEE(Main),AI to AI,AI,3471
,,,Design,,,,
489,26491 (71.6782514),415124210,Computer Science and ,JEE(Main),AI to AI,AI,4151
,,,Engineering,,,,
490,26532 (71.6184478),510999510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,5109
,,,Data Science,,,,
,,,,,,,
491,26569 (71.6184478),621491910,Robotics and Automation,JEE(Main),AI to AI,AI,6214
492,26682 (71.4787078),627524610,Information Technology,JEE(Main),AI to AI,AI,6275
,,,,,,,
493,26790 (71.3258797),319761210,Mechanical Engineering,JEE(Main),AI to AI,AI,3197
,,,,,,,
494,26910 (71.2963329),319324510,Computer Engineering,JEE(Main),AI to AI,AI,3193
495,26920 (71.2849251),533024610,Information Technology,JEE(Main),AI to AI,AI,5330
,,,,,,,
496,26924 (71.2849251),540161210,Mechanical Engineering,JEE(Main),MH to AI,GSCH,5401
,,,,,,,
497,26931 (71.2623171),612237210,Electronics and ,JEE(Main),AI to AI,AI,6122
,,,Telecommunication Engg,,,,
498,26932 (71.2623171),414799510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,4147
,,,Data Science,,,,
499,26945 (71.2623171),250824510,Computer Engineering,JEE(Main),AI to AI,AI,2508
500,27032 (71.2044151),626729310,Electrical Engineering,JEE(Main),AI to AI,AI,6267
,,,,,,,
501,27066 (71.1808399),613824610,Information Technology,JEE(Main),AI to AI,AI,6138
,,,,,,,
502,27068 (71.1808399),533124510,Computer Engineering,JEE(Main),AI to AI,AI,5331
,,,,,,,
503,27144 (71.0407725),415124610,Information Technology,JEE(Main),AI to AI,AI,4151
,,,,,,,
504,27146 (71.0407725),516029310,Electrical Engineering,JEE(Main),AI to AI,AI,5160
,,,,,,,
,,,,,,,
505,27203 (71.0081551),541824510,Computer Engineering,JEE(Main),AI to AI,AI,5418
506,27378 (70.7642852),675824510,Computer Engineering,JEE(Main),AI to AI,AI,6758
507,27410 (70.7454497),613961210,Mechanical Engineering,JEE(Main),AI to AI,AI,6139
508,27478 (70.7049493),676824510,Computer Engineering,JEE(Main),AI to AI,AI,6768
509,27481 (70.7049493),614492110,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6144
,,,Machine Learning,,,,
510,27518 (70.7049493),510924610,Information Technology,JEE(Main),AI to AI,AI,5109
,,,,,,,
511,27578 (70.6356385),212724610,Information Technology,JEE(Main),AI to AI,AI,2127
512,27605 (70.6356385),346024610,Information Technology,JEE(Main),AI to AI,AI,3460
513,27667 (70.5566696),629837210,Electronics and ,JEE(Main),AI to AI,AI,6298
,,,Telecommunication Engg,,,,
514,27687 (70.5566696),662524510,Computer Engineering,JEE(Main),AI to AI,AI,6625
515,27734 (70.4518038),632525710,Computer Science and ,JEE(Main),AI to AI,AI,6325
,,,Design,,,,
516,27809 (70.3212579),319392110,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3193
,,,Machine Learning,,,,
517,27850 (70.3139299),110799510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,1107
,,,Data Science,,,,
518,27857 (70.3139299),111437210,Electronics and ,JEE(Main),AI to AI,AI,1114
,,,Telecommunication Engg,,,,
,,,,,,,
519,27871 (70.3009570),618737210,Electronics and ,JEE(Main),AI to AI,AI,6187
,,,Telecommunication Engg,,,,
520,27914 (70.2899220),615629310,Electrical Engineering,JEE(Main),AI to AI,AI,6156
521,27933 (70.2899220),318961210,Mechanical Engineering,JEE(Main),MH to AI,LOPENH,3189
522,27953 (70.1791413),533099510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,5330
,,,Data Science,,,,
523,27978 (70.1747759),413924210,Computer Science and ,JEE(Main),AI to AI,AI,4139
,,,Engineering,,,,
524,28081 (70.1523056),630737210,Electronics and ,JEE(Main),AI to AI,AI,6307
,,,Telecommunication Engg,,,,
525,28109 (70.1460519),416761210,Mechanical Engineering,JEE(Main),AI to AI,AI,4167
526,28115 (70.1037196),680261210,Mechanical Engineering,JEE(Main),AI to AI,AI,6802
,,,,,,,
527,28194 (69.9637179),632593310,Electronics and ,JEE(Main),AI to AI,AI,6325
,,,Communication ,,,,
528,28205 (69.9434846),314892810,Electronics and ,JEE(Main),AI to AI,AI,3148
,,,Communication(Advanced ,,,,
529,28214 (69.9434846),620637210,Electronics and ,JEE(Main),AI to AI,AI,6206
,,,Telecommunication Engg,,,,
