Sr.No.,Cut Off Merit (Score),Choice Code,Course Name,"Exam (JEE/MHT-
CET)",Type,Seat Type,Institue Code
318,17984 (77.8457909),110137210,Electronics and Telecommunication,JEE,AI to AI,AI,1101
,,,Engg,,,,
319,18140 (77.7533495),512161210,Mechanical Engineering,JEE,AI to AI,AI,5121
320,18173 (77.7187534),319461210,Mechanical Engineering,JEE,AI to AI,AI,3194
321,18211 (77.7187534),613929310,Electrical Engineering,JEE,AI to AI,AI,6139
322,18318 (77.5847024),318824610,Information Technology,JEE,AI to AI,AI,3188
,,,,,,,
323,18356 (77.5847024),417150710,Chemical Engineering,JEE,AI to AI,AI,4171
,,,,,,,
324,18655 (77.1970440),618724520,Computer Engineering,JEE,AI to AI,AI,6187
325,18728 (76.9206711),617750710,Chemical Engineering,JEE,AI to AI,AI,6177
326,18788 (76.8876483),626850710,Chemical Engineering,JEE,AI to AI,AI,6268
327,18798 (76.8876483),513061210,Mechanical Engineering,JEE,AI to AI,AI,
328,18805 (76.8692335),417419110,Civil Engineering,JEE,AI to AI,AI,
329,18910 (76.8093749),412325110,Computer Technology,JEE,AI to AI,AI,4123
,,,,,,,
330,18978 (76.7852725),621437210,Electronics and Telecommunication,JEE,AI to AI,AI,6214
,,,Engg,,,,
331,18967 (76.7852725),621437210,Electronics and Telecommunication,JEE,AI to AI,AI,6214
,,,Engg,,,,
332,19130 (76.5372965),315424610,Information Technology,JEE,AI to AI,AI,3154
,,,,,,,
333,19154 (76.5372965),335161210,Mechanical Engineering,JEE,AI to AI,AI,3351
334,19240 (76.3874893),512129310,Electrical Engineering,JEE,AI to AI,AI,5121
335,19255 (76.3874893),628424610,Information Technology,JEE,AI to AI,AI,6284
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
336,19264 (76.3874893),318761210,Mechanical Engineering,JEE,AI to AI,AI,3187
337,19269 (76.3874893),417724210,Computer Science and Engineering,JEE,AI to AI,AI,4177
,,,,,,,
338,19370 (76.2138214),626729310,Electrical Engineering,JEE,AI to AI,AI,6267
,,,,,,,
339,19379 (76.2138214),628237220,Electronics and Telecommunication,JEE,AI to AI,AI,6282
,,,Engg,,,,
340,19466 (76.1723148),620729310,Electrical Engineering,JEE,AI to AI,AI,6207
,,,,,,,
341,19502 (76.1143255),628229310,Electrical Engineering,JEE,AI to AI,AI,6282
,,,,,,,
342,19503 (76.1143255),110161210,Mechanical Engineering,JEE,AI to AI,AI,1101
343,19603 (75.9800322),682219110,Civil Engineering,JEE,AI to AI,AI,6822
,,,,,,,
344,19742 (75.8260642),320337210,Electronics and Telecommunication,JEE,AI to AI,AI,3203
,,,Engg,,,,
345,19839 (75.6825373),662024510,Computer Engineering,JEE,AI to AI,AI,6620
346,19889 (75.6688272),512150710,Chemical Engineering,JEE,AI to AI,AI,5121
347,19921 (75.6364165),321024610,Information Technology,JEE,AI to AI,AI,3210
,,,,,,,
348,19931 (75.6364165),416361210,Mechanical Engineering,JEE,AI to AI,AI,4163
349,19953 (75.6218392),515124510,Computer Engineering,JEE,AI to AI,AI,5151
,,,,,,,
350,19999 (75.6093131),629824520,Computer Engineering,JEE,AI to AI,AI,6298
351,20021 (75.6093131),677224610,Information Technology,JEE,AI to AI,AI,6772
352,20038 (75.5986035),620324510,Computer Engineering,JEE,AI to AI,AI,6203
353,20060 (75.5986035),618524510,Computer Engineering,JEE,AI to AI,AI,6185
354,20077 (75.5688972),678724510,Computer Engineering,JEE,AI to AI,AI,6787
,,,,,,,
355,20220 (75.4742933),347124510,Computer Engineering,JEE,AI to AI,AI,
356,20256 (75.4537134),613937210,Electronics and Telecommunication,JEE,AI to AI,AI,6139
,,,Engg,,,,
357,20264 (75.3498395),630724610,Information Technology,JEE,AI to AI,AI,6307
,,,,,,,
358,20314 (75.2773901),618724610,Information Technology,JEE,AI to AI,AI,6187
359,20310 (75.2773901),613961210,Mechanical Engineering,JEE,AI to AI,AI,6139
360,20326 (75.2773901),613961210,Mechanical Engineering,JEE,AI to AI,AI,6139
361,20346 (75.2773901),317524610,Information Technology,JEE,AI to AI,AI,3175
,,,,,,,
,,,,,,,
,,,,,,,
362,20348 (75.2773901),628324210,Computer Science and Engineering,JEE,AI to AI,AI,
363,20394 (75.2509491),680261210,Mechanical Engineering,JEE,AI to AI,AI,
364,20422 (75.0795185),618224610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
365,20439 (75.0795185),110524220,Computer Science and Engineering,JEE,AI to AI,AI,
366,20463 (75.0427495),620737210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
367,20474 (75.0427495),510824610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
368,20503 (75.0372308),411661210,Mechanical Engineering,JEE,AI to AI,AI,
369,20529 (75.0370156),417437210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
370,20830 (74.6199452),676924510,Computer Engineering,JEE,AI to AI,AI,
371,20845 (74.6199452),618524520,Computer Engineering,JEE,AI to AI,AI,
372,20851 (74.6199452),413624210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
373,20852 (74.6199452),417261210,Mechanical Engineering,JEE,AI to AI,AI,
374,20904 (74.5594236),632324510,Computer Engineering,JEE,AI to AI,AI,
375,20932 (74.5371978),627724510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
376,20938 (74.5371978),342319110,Civil Engineering,JEE,AI to AI,AI,
377,20958 (74.5371978),225224210,Computer Science and Engineering,JEE,AI to AI,AI,
378,21101 (74.4545277),512119120,Civil Engineering,JEE,AI to AI,AI,
379,21433 (74.0596184),516229310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
380,21679 (73.7091613),631124510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
381,21684 (73.7091613),321137210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
382,21878 (73.4002094),626761210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
383,21918 (73.3214819),320737210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
384,21948 (73.3214819),110135610,Electrical Engg[Electronics and Power],JEE,AI to AI,AI,
385,22096 (73.1618021),411619110,Civil Engineering,JEE,AI to AI,AI,
386,22098 (73.1618021),510461210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
387,22159 (73.0547376),412324610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
388,22212 (73.0527839),319324610,Information Technology,JEE,AI to AI,AI,
389,22261 (73.0417825),318337210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
390,22381 (72.9983213),127624510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
391,22428 (72.9259467),679661210,Mechanical Engineering,JEE,AI to AI,AI,
392,22490 (72.9062809),417124610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
393,22491 (72.9062809),464961210,Mechanical Engineering,JEE,MI to AI,MI,
394,22520 (72.7747732),626537210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
395,22598 (72.7435655),627524510,Computer Engineering,JEE,AI to AI,AI,
396,22601 (72.7435655),342361210,Mechanical Engineering,JEE,AI to AI,AI,
397,22606 (72.7435655),510419110,Civil Engineering,JEE,AI to AI,AI,
398,22629 (72.7197666),628360210,Automobile Engineering,JEE,AI to AI,AI,
399,22688 (72.6154154),317446610,Instrumentation Engineering,JEE,AI to AI,AI,
400,23000 (72.1802425),347537210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
401,23054 (72.1379972),617761210,Mechanical Engineering,JEE,AI to AI,AI,
402,23080 (72.1379972),617719110,Civil Engineering,JEE,AI to AI,AI,
403,23232 (71.9007664),612261210,Mechanical Engineering,JEE,AI to AI,AI,
404,23245 (71.9007664),111424210,Computer Science and Engineering,JEE,AI to AI,AI,
405,23374 (71.8174978),322324610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
406,23413 (71.7575359),321237210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
407,23437 (71.7289465),627024510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
408,23453 (71.7289465),416737610,Electronics Engineering,JEE,AI to AI,AI,
409,23534 (71.6728604),213219110,Civil Engineering,JEE,AI to AI,AI,
410,23574 (71.6728604),516237210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
411,23605 (71.6728604),627862510,Mechanical Engineering[Sandwich],JEE,AI to AI,AI,
412,23719 (71.4515003),211301110,Agricultural Engineering,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
413,23904 (71.2612941),631124610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
414,24030 (71.1770368),314624610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
415,24043 (71.1770368),680219110,Civil Engineering,JEE,AI to AI,AI,
416,24074 (71.1524350),318360210,Automobile Engineering,JEE,AI to AI,AI,
417,24078 (71.1524350),626737210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
418,24112 (71.0039413),510819110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
419,24254 (70.8051737),628137210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
420,24312 (70.7278538),211324210,Computer Science and Engineering,JEE,AI to AI,AI,
421,24486 (70.6162832),518124510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
422,24499 (70.6162832),614119110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
423,24511 (70.6162832),626719110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
424,24551 (70.5733130),614161210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
425,24569 (70.5733130),512129320,Electrical Engineering,JEE,AI to AI,AI,
426,24571 (70.5733130),664319110,Civil Engineering,JEE,AI to AI,AI,
427,24606 (70.5585470),626924210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
428,24626 (70.5585470),512161220,Mechanical Engineering,JEE,AI to AI,AI,
429,24647 (70.4622930),319437210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
430,24698 (70.4622930),317546110,Bio Medical Engineering,JEE,AI to AI,AI,
431,24757 (70.4569395),613961220,Mechanical Engineering,JEE,AI to AI,AI,
432,24825 (70.3066514),319461220,Mechanical Engineering,JEE,AI to AI,AI,
433,24871 (70.3066514),343919110,Civil Engineering,JEE,AI to AI,AI,
434,24872 (70.3066514),544924510,Computer Engineering,JEE,AI to AI,AI,
435,24929 (70.2064495),680261220,Mechanical Engineering,JEE,AI to AI,AI,
436,25116 (69.9374135),622324210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
437,25265 (69.8456036),533024510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
438,25288 (69.5423692),627037610,Electronics Engineering,JEE,AI to AI,AI,6270
,,,,,,,
439,25355 (69.5411946),615661210,Mechanical Engineering,JEE,AI to AI,AI,6156
440,25390 (69.5376423),430424510F,Computer Engineering,JEE,AI to AI,AI,4304
,,,,,,,
441,25504 (69.5072406),112837210,Electronics and Telecommunication,JEE,AI to AI,AI,1128
,,,Engg,,,,
442,25608 (69.3848277),517324510,Computer Engineering,JEE,AI to AI,AI,5173
,,,,,,,
443,25612 (69.3848277),513937210,Electronics and Telecommunication,JEE,AI to AI,AI,5139
,,,Engg,,,,
444,25673 (69.3848277),413824210,Computer Science and Engineering,JEE,AI to AI,AI,4138
445,25712 (69.3415638),510924510,Computer Engineering,JEE,AI to AI,AI,5109
,,,,,,,
446,25746 (69.3382515),319324510,Computer Engineering,JEE,AI to AI,AI,3193
447,25827 (69.2087250),676819110,Civil Engineering,JEE,AI to AI,AI,6768
448,25860 (69.1997544),617761220,Mechanical Engineering,JEE,AI to AI,AI,6177
449,25906 (69.1146197),346024610,Information Technology,JEE,AI to AI,AI,
450,25939 (69.1146197),318460610,Production Engineering,JEE,AI to AI,AI,
451,25991 (68.8165586),317550710,Chemical Engineering,JEE,AI to AI,AI,3175
452,26007 (68.8165586),618524610,Information Technology,JEE,AI to AI,AI,6185
453,26012 (68.8165586),617719120,Civil Engineering,JEE,AI to AI,AI,6177
454,26054 (68.7860375),622237210,Electronics and Telecommunication,JEE,AI to AI,AI,6222
,,,Engg,,,,
455,26193 (68.6660278),680824510,Computer Engineering,JEE,AI to AI,AI,6808
456,26251 (68.5250938),541824510,Computer Engineering,JEE,AI to AI,AI,5418
457,26279 (68.4959387),110524610,Information Technology,JEE,AI to AI,AI,1105
458,26281 (68.4959387),538124210,Computer Science and Engineering,JEE,AI to AI,AI,5381
459,26491 (68.3627006),320760210,Automobile Engineering,JEE,MI to AI,MI,3207
460,26623 (68.2368278),515124610,Information Technology,JEE,AI to AI,AI,5151
,,,,,,,
461,26633 (68.2368278),430461210F,Mechanical Engineering,JEE,AI to AI,AI,4304
,,,,,,,
462,26733 (68.1114803),621461610,Mechanical Engineering Automobile,JEE,AI to AI,AI,6214
463,26749 (68.1114803),320024610,Information Technology,JEE,AI to AI,AI,3200
,,,,,,,
464,26873 (67.8650543),321824510,Computer Engineering,JEE,AI to AI,AI,3218
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
465,27126 (67.4995644),679524510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
466,27150 (67.4889351),622289010,Textile Chemistry,JEE,AI to AI,AI,
,,,,,,,
467,27224 (67.4889351),620719110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
468,27228 (67.4889351),516124610,Information Technology,JEE,AI to AI,AI,
469,27243 (67.4506157),213261210,Mechanical Engineering,JEE,AI to AI,AI,
470,27294 (67.4022012),628419110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
471,27317 (67.3801182),622288610,Man Made Textile Technology,JEE,AI to AI,AI,
,,,,,,,
472,27321 (67.3801182),510319110,Civil Engineering,JEE,AI to AI,AI,
473,27328 (67.3801182),533124510,Computer Engineering,JEE,AI to AI,AI,
474,27345 (67.3801182),676924610,Information Technology,JEE,AI to AI,AI,
475,27376 (67.3800655),510924610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
476,27520 (67.1556729),625024210,Computer Science and Engineering,JEE,AI to AI,AI,
477,27558 (67.1556729),632524510,Computer Engineering,JEE,AI to AI,AI,
478,27627 (66.9789737),414724210,Computer Science and Engineering,JEE,AI to AI,AI,
479,27708 (66.8187505),664329310,Electrical Engineering,JEE,AI to AI,AI,
480,27812 (66.7925680),322319110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
481,27819 (66.7925680),414461210,Mechanical Engineering,JEE,AI to AI,AI,
482,27848 (66.7925680),615637210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
483,27877 (66.7925680),628161210,Mechanical Engineering,JEE,AI to AI,AI,
484,27939 (66.7502150),675519110,Civil Engineering,JEE,AI to AI,AI,
485,28125 (66.5912971),620761210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
486,28136 (66.5912971),629824610,Information Technology,JEE,AI to AI,AI,
487,28217 (66.5013060),346729310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
488,28455 (66.0956168),628350310,Food Technology,JEE,AI to AI,AI,
489,28503 (66.0909923),411629310,Electrical Engineering,JEE,AI to AI,AI,
490,28555 (66.0521035),319637210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
,,,,,,,
,,,,,,,
,,,,,,,
491,28615 (65.9224881),212924210,Computer Science and Engineering,JEE,AI to AI,AI,
492,28625 (65.8919174),320329310,Electrical Engineering,JEE,AI to AI,AI,
493,28775 (65.7141041),112824210,Computer Science and Engineering,JEE,AI to AI,AI,
494,28806 (65.7141041),627524610,Information Technology,JEE,AI to AI,AI,
495,28942 (65.6619512),411637610,Electronics Engineering,JEE,AI to AI,AI,
496,28996 (65.6619512),411819110,Civil Engineering,JEE,AI to AI,AI,
497,29034 (65.6619512),510450710,Chemical Engineering,JEE,AI to AI,AI,
498,29136 (65.4842729),613929320,Electrical Engineering,JEE,AI to AI,AI,
499,29151 (65.4842729),212624210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
500,29257 (65.3800283),626824210,Computer Science and Engineering,JEE,AI to AI,AI,
501,29276 (65.3800283),322224510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
502,29498 (65.0003237),613824510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
503,29500 (65.0003237),318719110,Civil Engineering,JEE,AI to AI,AI,
504,29716 (64.7534851),212724210,Computer Science and Engineering,JEE,AI to AI,AI,
505,29750 (64.7534851),617708210,Bio Technology,JEE,AI to AI,AI,
506,29792 (64.3161928),417261210,Mechanical Engineering,JEE,MI to AI,MI,
507,29875 (64.3161928),617760610,Production Engineering,JEE,AI to AI,AI,
508,29894 (64.2698091),515224610,Information Technology,JEE,AI to AI,AI,
509,30017 (64.2170234),417724610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
510,30040 (64.0886637),110724210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
511,30200 (64.0398484),320237210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
512,30286 (64.0153637),632324610,Information Technology,JEE,AI to AI,AI,
513,30291 (64.0153637),618737210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
514,30331 (63.9271698),679619110,Civil Engineering,JEE,AI to AI,AI,
515,30363 (63.9271698),213324210,Computer Science and Engineering,JEE,AI to AI,AI,
516,30402 (63.8803737),631737210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
517,30464 (63.8803737),464929310,Electrical Engineering,JEE,AI to AI,AI,
518,30536 (63.8185692),626561210,Mechanical Engineering,JEE,AI to AI,AI,
519,30549 (63.8185692),318961210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
520,30636 (63.5316128),318337610,Electronics Engineering,JEE,AI to AI,AI,
521,30687 (63.3829415),683424510,Computer Engineering,JEE,AI to AI,AI,
522,30719 (63.3405351),516261210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
523,30744 (63.3405351),629861220,Mechanical Engineering,JEE,AI to AI,AI,
524,30855 (63.3003143),417224210,Computer Science and Engineering,JEE,AI to AI,AI,
525,30859 (63.2441663),620761220,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
526,30862 (63.2441663),626519110,Civil Engineering,JEE,AI to AI,AI,
527,30891 (63.2441663),322237210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
528,31043 (63.0706878),628461210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
529,31068 (63.0706878),625050710,Chemical Engineering,JEE,AI to AI,AI,
530,31112 (63.0640792),510424510,Computer Engineering,JEE,AI to AI,AI,
531,31119 (63.0640792),322124510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
532,31151 (62.8260946),662224510,Computer Engineering,JEE,AI to AI,AI,
533,31194 (62.8260946),317519110,Civil Engineering,JEE,AI to AI,AI,
534,31235 (62.6710261),319037610,Electronics Engineering,JEE,AI to AI,AI,
535,31332 (62.5004539),321824610,Information Technology,JEE,AI to AI,AI,
,,,,,,,
536,31487 (62.3606885),516037210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
537,31514 (62.3606885),618561210,Mechanical Engineering,JEE,AI to AI,AI,
538,31516 (62.3606885),111424610,Information Technology,JEE,AI to AI,AI,
539,31533 (62.2994924),418724210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
540,31587 (62.2409281),664024210,Computer Science and Engineering,JEE,AI to AI,AI,
541,31636 (62.2318540),342361210,Mechanical Engineering,JEE,MI to AI,MI,
542,31682 (62.2318540),614424510,Computer Engineering,JEE,AI to AI,AI,
543,31696 (62.1599288),212919110,Civil Engineering,JEE,AI to AI,AI,
544,31746 (62.1191773),512550710,Chemical Engineering,JEE,AI to AI,AI,
,,,,,,,
545,31902 (62.0647918),516029310,Electrical Engineering,JEE,AI to AI,AI,
546,32236 (61.5862412),628824210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
547,32580 (61.3424634),678024210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
548,32744 (61.2400567),662024610,Information Technology,JEE,AI to AI,AI,
549,32768 (61.2400567),622289510,Textile Plant Engineering,JEE,AI to AI,AI,
,,,,,,,
550,32845 (61.1082493),683419110,Civil Engineering,JEE,AI to AI,AI,
551,32876 (61.1082493),253324210,Computer Science and Engineering,JEE,AI to AI,AI,
552,33048 (60.8771803),111950710,Chemical Engineering,JEE,AI to AI,AI,
,,,,,,,
553,33062 (60.8771803),664324210,Computer Science and Engineering,JEE,AI to AI,AI,
554,33108 (60.8764711),679424510,Computer Engineering,JEE,AI to AI,AI,
555,33165 (60.6871111),533024610,Information Technology,JEE,AI to AI,AI,
556,33387 (60.4223409),664937210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
557,33651 (59.9699050),321924510,Computer Engineering,JEE,AI to AI,AI,
558,33662 (59.9699050),622024210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
559,33762 (59.8989519),112829310,Electrical Engineering,JEE,AI to AI,AI,
560,33836 (59.8989519),631519110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
561,33895 (59.8849992),538224510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
562,33921 (59.7209997),346724510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
563,33964 (59.5546226),677024610,Information Technology,JEE,AI to AI,AI,
564,34060 (59.5079706),646629310,Electrical Engineering,JEE,AI to AI,AI,
,,,,,,,
565,34095 (59.5079706),347119110,Civil Engineering,JEE,AI to AI,AI,
566,34115 (59.4654033),512419110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
567,34200 (59.3419763),114819110,Civil Engineering,JEE,AI to AI,AI,
568,34241 (59.1485465),111419110,Civil Engineering,JEE,AI to AI,AI,
569,34308 (59.1485465),512160610,Production Engineering,JEE,AI to AI,AI,
570,34309 (59.1485465),112761210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
571,34375 (58.9929941),663424510,Computer Engineering,JEE,AI to AI,AI,
572,34529 (58.9474943),111619110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
573,34596 (58.9463893),315437210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
574,34796 (58.5978476),110519110,Civil Engineering,JEE,AI to AI,AI,
575,34905 (58.5400000),641924210,Computer Science and Engineering,JEE,AI to AI,AI,
576,35014 (58.3260688),510837210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
577,35043 (58.2570723),211461210,Mechanical Engineering,JEE,AI to AI,AI,
578,35161 (58.2423238),517129310,Electrical Engineering,JEE,AI to AI,AI,
579,35214 (58.1958037),617637210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
580,35262 (58.0806367),111461210,Mechanical Engineering,JEE,AI to AI,AI,
581,35405 (57.9307364),622019110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
582,35416 (57.8804548),213229310,Electrical Engineering,JEE,AI to AI,AI,
583,35504 (57.8534414),253319110,Civil Engineering,JEE,AI to AI,AI,
584,35525 (57.8534414),675624210,Computer Science and Engineering,JEE,AI to AI,AI,
585,35542 (57.8534414),516061210,Mechanical Engineering,JEE,AI to AI,AI,
586,35545 (57.8534414),622219110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
587,35560 (57.8534414),213237210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
588,35675 (57.5409394),539924510,Computer Engineering,JEE,AI to AI,AI,
589,35760 (57.2652992),315461210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
590,35855 (57.1938241),416319110,Civil Engineering,JEE,AI to AI,AI,
591,35931 (57.1350616),212619110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
592,35963 (57.1350616),414237210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
593,36046 (57.0906872),622061210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
594,36103 (56.9761542),417137010,Electronics and Communication,JEE,AI to AI,AI,
,,,Engineering,,,,
595,36143 (56.9390319),627862610,Production Engineering[Sandwich],JEE,AI to AI,AI,
596,36179 (56.7986975),631724210,Computer Science and Engineering,JEE,AI to AI,AI,
597,36183 (56.7986975),541861210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
598,36370 (56.4587772),213124210,Computer Science and Engineering,JEE,AI to AI,AI,
599,36439 (56.4304322),417429310,Electrical Engineering,JEE,AI to AI,AI,
600,36446 (56.4304322),627019110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
601,36497 (56.3496643),417924210,Computer Science and Engineering,JEE,AI to AI,AI,
602,36616 (56.1636427),618424510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
603,36703 (56.1235792),628319110,Civil Engineering,JEE,AI to AI,AI,
604,36786 (56.0932474),614561210,Mechanical Engineering,JEE,AI to AI,AI,
605,36913 (56.0288936),464919110,Civil Engineering,JEE,AI to AI,AI,
606,36921 (56.0243907),680324210,Computer Science and Engineering,JEE,AI to AI,AI,
607,36951 (56.0243907),318937210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
608,36963 (56.0243907),347561210,Mechanical Engineering,JEE,AI to AI,AI,
609,36991 (56.0243907),114824210,Computer Science and Engineering,JEE,AI to AI,AI,
610,37020 (55.8362528),417861210,Mechanical Engineering,JEE,AI to AI,AI,
611,37151 (55.8243181),418719110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
612,37261 (55.7086614),417919110,Civil Engineering,JEE,AI to AI,AI,
613,37371 (55.5640822),631061210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
614,37573 (55.3063432),683924210,Computer Science and Engineering,JEE,AI to AI,AI,
615,37891 (54.8580092),126524210,Computer Science and Engineering,JEE,AI to AI,AI,
616,37921 (54.8540539),112024210,Computer Science and Engineering,JEE,AI to AI,AI,
617,37940 (54.8540539),319824510,Computer Engineering,JEE,AI to AI,AI,
618,37968 (54.7886165),618261210,Mechanical Engineering,JEE,AI to AI,AI,
,,,,,,,
619,38080 (54.5671131),516237610,Electronics Engineering,JEE,AI to AI,AI,
,,,,,,,
620,38086 (54.5671131),318460610,Production Engineering,JEE,MI to AI,MI,
621,38278 (54.4546865),540924510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
622,38349 (54.2339838),678124210,Computer Science and Engineering,JEE,AI to AI,AI,
623,38516 (54.0725330),517924510,Computer Engineering,JEE,AI to AI,AI,
624,38613 (54.0128155),346719110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
625,38622 (53.9164941),320761210,Mechanical Engineering,JEE,AI to AI,AI,
626,38648 (53.9164941),414737610,Electronics Engineering,JEE,AI to AI,AI,
627,38663 (53.9164941),516219110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
628,38705 (53.9164941),111724210,Computer Science and Engineering,JEE,AI to AI,AI,
,,,,,,,
629,38784 (53.6087809),539624510,Computer Engineering,JEE,AI to AI,AI,
,,,,,,,
630,38800 (53.6087809),515119110,Civil Engineering,JEE,AI to AI,AI,
,,,,,,,
631,38818 (53.5199101),347724510,Computer Engineering,JEE,AI to AI,AI,
632,38836 (53.5199101),413737210,Electronics and Telecommunication,JEE,AI to AI,AI,
,,,Engg,,,,
