Sr. No,"All India 
Merit",Choice Code,Course Name,"Exam(JEE/
MHT-CET)",Type,Seat Type,InstituteCode
264,14980 (83.0607833),414291710,Data Science,JEE(Main),AI to AI,AI,4142
,,,,,,,
265,15056 (82.9762178),417499710,Artificial Intelligence,JEE(Main),AI to AI,AI,4174
266,15194 (82.8554085),662237210,Electronics and ,JEE(Main),AI to AI,AI,6622
,,,Telecommunication Engg,,,,
"
",,,,,,,
267,15234 (82.7754579),621456810,Computer Science and ,JEE(Main),AI to AI,AI,6214
,,,Information Technology,,,,
268,15300 (82.7246655),617519110,Civil Engineering,JEE(Main),AI to AI,AI,6175
,,,,,,,
269,15302 (82.7246655),621491110,Computer Science and ,JEE(Main),AI to AI,AI,6214
,,,Engineering(Artificial ,,,,
270,15331 (82.7037334),512125710,Computer Science and ,JEE(Main),AI to AI,AI,5121
,,,Design,,,,
271,15348 (82.6683776),110135610,Electrical Engg[Electronics ,JEE(Main),AI to AI,AI,1101
,,,and Power],,,,
272,15381 (82.6440308),631024610,Information Technology,JEE(Main),AI to AI,AI,6310
,,,,,,,
273,15391 (82.6440308),675524510,Computer Engineering,JEE(Main),AI to AI,AI,6755
274,15440 (82.5780183),318824510,Computer Engineering,JEE(Main),AI to AI,AI,3188
,,,,,,,
275,15457 (82.5780183),626726210,Computer Science and ,JEE(Main),AI to AI,AI,6267
,,,Business Systems,,,,
276,15566 (82.4821687),318391110,Computer Science and ,JEE(Main),AI to AI,AI,3183
,,,Engineering(Artificial ,,,,
277,15572 (82.4821687),628919110,Civil Engineering,JEE(Main),AI to AI,AI,6289
,,,,,,,
278,15698 (82.3681050),620791610,Automation and Robotics,JEE(Main),AI to AI,AI,6207
,,,,,,,
279,15795 (82.2496423),699126310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,6991
,,,and Data Science,,,,
280,15860 (82.1823653),677224610,Information Technology,JEE(Main),AI to AI,AI,6772
"
",,,,,,,
281,15882 (82.1576593),614637610,Electronics Engineering,JEE(Main),AI to AI,AI,6146
282,15940 (82.1034419),319729310,Electrical Engineering,JEE(Main),AI to AI,AI,3197
,,,,,,,
283,15981 (82.0558802),628424610,Information Technology,JEE(Main),AI to AI,AI,6284
,,,,,,,
284,15986 (82.0257548),412337010,Electronics and ,JEE(Main),AI to AI,AI,4123
,,,Communication ,,,,
285,15991 (82.0257548),617737210,Electronics and ,JEE(Main),AI to AI,AI,6177
,,,Telecommunication Engg,,,,
286,16015 (82.0116978),544924610,Information Technology,JEE(Main),AI to AI,AI,5449
287,16030 (82.0080585),673299510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6732
,,,Data Science,,,,
288,16100 (81.9456350),314825210,Cyber Security,JEE(Main),AI to AI,AI,3148
,,,,,,,
289,16103 (81.9456350),414291010,Computer Science and ,JEE(Main),AI to AI,AI,4142
,,,Engineering(Cyber ,,,,
290,16139 (81.9307215),622224210,Computer Science and ,JEE(Main),AI to AI,AI,6222
,,,Engineering,,,,
291,16143 (81.9307215),631037210,Electronics and ,JEE(Main),AI to AI,AI,6310
,,,Telecommunication Engg,,,,
292,16189 (81.8713533),618224510,Computer Engineering,JEE(Main),AI to AI,AI,6182
293,16260 (81.7811201),516224510,Computer Engineering,JEE(Main),AI to AI,AI,5162
,,,,,,,
294,16292 (81.7471388),516024610,Information Technology,JEE(Main),AI to AI,AI,5160
,,,,,,,
"
",,,,,,,
295,16335 (81.7118499),615537210,Electronics and ,JEE(Main),AI to AI,AI,6155
,,,Telecommunication Engg,,,,
296,16360 (81.6949510),319424610,Information Technology,JEE(Main),AI to AI,AI,3194
297,16387 (81.6591819),417426210,Computer Science and ,JEE(Main),AI to AI,AI,4174
,,,Business Systems,,,,
298,16518 (81.4668630),618724510,Computer Engineering,JEE(Main),AI to AI,AI,6187
,,,,,,,
299,16611 (81.4277439),414299710,Artificial Intelligence,JEE(Main),AI to AI,AI,4142
,,,,,,,
300,16613 (81.4277439),347524610,Information Technology,JEE(Main),AI to AI,AI,3475
301,16691 (81.3620175),412300210,Aeronautical Engineering,JEE(Main),AI to AI,AI,4123
,,,,,,,
302,16784 (81.3289496),413624210,Computer Science and ,JEE(Main),AI to AI,AI,4136
,,,Engineering,,,,
303,16801 (81.2392704),110524210,Computer Science and ,JEE(Main),AI to AI,AI,1105
,,,Engineering,,,,
304,16811 (81.2392704),620324510,Computer Engineering,JEE(Main),AI to AI,AI,6203
305,16843 (81.1860806),615637210,Electronics and ,JEE(Main),AI to AI,AI,6156
,,,Telecommunication Engg,,,,
306,16915 (81.0733766),517324510,Computer Engineering,JEE(Main),AI to AI,AI,5173
,,,,,,,
307,16962 (81.0519109),346284410,Electronics and Computer ,JEE(Main),AI to AI,AI,3462
,,,Engineering,,,,
308,17109 (80.9769255),626584410,Electronics and Computer ,JEE(Main),AI to AI,AI,6265
,,,Engineering,,,,
"
",,,,,,,
309,17115 (80.9769255),620746610,Instrumentation ,JEE(Main),AI to AI,AI,6207
,,,Engineering,,,,
310,17169 (80.9565046),612224510,Computer Engineering,JEE(Main),AI to AI,AI,6122
311,17176 (80.9475779),517291210,Computer Science and ,JEE(Main),AI to AI,AI,5172
,,,Engineering(Data Science),,,,
312,17190 (80.9475779),318937210,Electronics and ,JEE(Main),AI to AI,AI,3189
,,,Telecommunication Engg,,,,
313,17194 (80.9445017),319499510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3194
,,,Data Science,,,,
314,17260 (80.7832606),699156610,Computer Science,JEE(Main),AI to AI,AI,6991
315,17332 (80.6549008),342324510,Computer Engineering,JEE(Main),AI to AI,AI,3423
316,17479 (80.5813667),416737610,Electronics Engineering,JEE(Main),AI to AI,AI,4167
317,17480 (80.5813667),628891110,Computer Science and ,JEE(Main),AI to AI,AI,6288
,,,Engineering(Artificial ,,,,
318,17492 (80.5662144),617924510,Computer Engineering,JEE(Main),AI to AI,AI,6179
319,17505 (80.5662144),318324610,Information Technology,JEE(Main),AI to AI,AI,3183
,,,,,,,
320,17582 (80.5095038),320390010,Electronics and Computer ,JEE(Main),AI to AI,AI,3203
,,,Science,,,,
321,17584 (80.5095038),618224610,Information Technology,JEE(Main),AI to AI,AI,6182
322,17610 (80.4784980),627837810,Electronics Engineering ( ,JEE(Main),AI to AI,AI,6278
,,,VLSI Design and ,,,,
"
",,,,,,,
323,17677 (80.4317421),318826310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,3188
,,,and Data Science,,,,
324,17725 (80.3833917),319691110,Computer Science and ,JEE(Main),AI to AI,AI,3196
,,,Engineering(Artificial ,,,,
325,17818 (80.2028565),517292110,Artificial Intelligence and ,JEE(Main),AI to AI,AI,5172
,,,Machine Learning,,,,
326,17826 (80.2028565),319691210,Computer Science and ,JEE(Main),AI to AI,AI,3196
,,,Engineering(Data Science),,,,
327,17828 (80.2028565),628137210,Electronics and ,JEE(Main),AI to AI,AI,6281
,,,Telecommunication Engg,,,,
328,17864 (80.1745850),413724210,Computer Science and ,JEE(Main),AI to AI,AI,4137
,,,Engineering,,,,
329,17894 (80.1504705),319224510,Computer Engineering,JEE(Main),AI to AI,AI,3192
330,17904 (80.1498060),544924510,Computer Engineering,JEE(Main),AI to AI,AI,5449
331,18015 (80.0524250),675526310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,6755
,,,and Data Science,,,,
332,18039 (80.0362843),321824510,Computer Engineering,JEE(Main),AI to AI,AI,3218
,,,,,,,
333,18080 (80.0325520),622291110,Computer Science and ,JEE(Main),AI to AI,AI,6222
,,,Engineering(Artificial ,,,,
334,18184 (79.8728330),627429310,Electrical Engineering,JEE(Main),AI to AI,AI,6274
,,,,,,,
335,18194 (79.8728330),682261210,Mechanical Engineering,JEE(Main),AI to AI,AI,6822
,,,,,,,
336,18286 (79.7767191),627829310,Electrical Engineering,JEE(Main),AI to AI,AI,6278
"
",,,,,,,
337,18299 (79.7767191),321024610,Information Technology,JEE(Main),AI to AI,AI,3210
,,,,,,,
338,18371 (79.7302781),417724210,Computer Science and ,JEE(Main),AI to AI,AI,4177
,,,Engineering,,,,
339,18410 (79.7048261),614191610,Automation and Robotics,JEE(Main),AI to AI,AI,6141
,,,,,,,
340,18438 (79.6937426),614129310,Electrical Engineering,JEE(Main),AI to AI,AI,6141
,,,,,,,
341,18441 (79.6937426),628537250F,Electronics and ,JEE(Main),AI to AI,AI,6285
,,,Telecommunication Engg,,,,
342,18461 (79.6754653),211424210,Computer Science and ,JEE(Main),AI to AI,AI,2114
,,,Engineering,,,,
343,18462 (79.6198492),618724610,Information Technology,JEE(Main),AI to AI,AI,6187
,,,,,,,
344,18465 (79.6198492),664324210,Computer Science and ,JEE(Main),AI to AI,AI,6643
,,,Engineering,,,,
345,18578 (79.5269288),314890010,Electronics and Computer ,JEE(Main),AI to AI,AI,3148
,,,Science,,,,
346,18600 (79.4987155),318799510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3187
,,,Data Science,,,,
347,18730 (79.3781400),626737210,Electronics and ,JEE(Main),AI to AI,AI,6267
,,,Telecommunication Engg,,,,
348,18737 (79.3478974),319692010,Computer Science and ,JEE(Main),AI to AI,AI,3196
,,,Engineering (Internet of ,,,,
349,18771 (79.2941487),515224210,Computer Science and ,JEE(Main),AI to AI,AI,5152
,,,Engineering,,,,
350,18785 (79.2779002),618524610,Information Technology,JEE(Main),AI to AI,AI,6185
"
",,,,,,,
351,18910 (79.1925781),464924510,Computer Engineering,JEE(Main),AI to AI,AI,4649
352,18952 (79.1388745),110526310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,1105
,,,and Data Science,,,,
353,18966 (79.1344017),413824210,Computer Science and ,JEE(Main),AI to AI,AI,4138
,,,Engineering,,,,
354,18971 (79.1344017),628437210,Electronics and ,JEE(Main),AI to AI,AI,6284
,,,Telecommunication Engg,,,,
355,18976 (79.1344017),317625910,Mechanical and ,JEE(Main),AI to AI,AI,3176
,,,Mechatronics Engineering ,,,,
356,19016 (79.1190865),510824610,Information Technology,JEE(Main),AI to AI,AI,5108
,,,,,,,
357,19038 (79.1190865),620399510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6203
,,,Data Science,,,,
358,19097 (78.9986259),631124510,Computer Engineering,JEE(Main),AI to AI,AI,6311
,,,,,,,
359,19153 (78.9316757),342324610,Information Technology,JEE(Main),AI to AI,AI,3423
360,19177 (78.9226821),412326610,Robotics and Artificial ,JEE(Main),AI to AI,AI,4123
,,,Intelligence,,,,
361,19223 (78.8859084),110137210,Electronics and ,JEE(Main),AI to AI,AI,1101
,,,Telecommunication Engg,,,,
362,19248 (78.8529630),110524610,Information Technology,JEE(Main),AI to AI,AI,1105
363,19261 (78.8529630),627261210,Mechanical Engineering,JEE(Main),AI to AI,AI,6272
364,19263 (78.8452029),641991310,Computer Science and ,JEE(Main),AI to AI,AI,6419
,,,Engineering (Artificial ,,,,
"
",,,,,,,
365,19345 (78.8042854),317524510,Computer Engineering,JEE(Main),AI to AI,AI,3175
,,,,,,,
366,19349 (78.7613987),314892810,Electronics and ,JEE(Main),AI to AI,AI,3148
,,,Communication(Advanced ,,,,
367,19564 (78.4983390),622237210,Electronics and ,JEE(Main),AI to AI,AI,6222
,,,Telecommunication Engg,,,,
368,19632 (78.4371993),676924510,Computer Engineering,JEE(Main),AI to AI,AI,6769
369,19673 (78.3941070),412337210,Electronics and ,JEE(Main),AI to AI,AI,4123
,,,Telecommunication Engg,,,,
370,19736 (78.3430190),516224610,Information Technology,JEE(Main),AI to AI,AI,5162
,,,,,,,
371,19803 (78.3193792),318824610,Information Technology,JEE(Main),AI to AI,AI,3188
,,,,,,,
372,19820 (78.3182403),515124510,Computer Engineering,JEE(Main),AI to AI,AI,5151
,,,,,,,
373,19833 (78.3182403),679661210,Mechanical Engineering,JEE(Main),AI to AI,AI,6796
374,19879 (78.2134329),679424510,Computer Engineering,JEE(Main),AI to AI,AI,6794
375,19918 (78.1853966),673237210,Electronics and ,JEE(Main),AI to AI,AI,6732
,,,Telecommunication Engg,,,,
376,20000 (78.1034323),320190010,Electronics and Computer ,JEE(Main),AI to AI,AI,3201
,,,Science,,,,
377,20109 (77.9780407),683424510,Computer Engineering,JEE(Main),AI to AI,AI,6834
378,20178 (77.8701424),612291210,Computer Science and ,JEE(Main),AI to AI,AI,6122
,,,Engineering(Data Science),,,,
"
",,,,,,,
379,20262 (77.8073108),320429310,Electrical Engineering,JEE(Main),AI to AI,AI,3204
380,20352 (77.6899837),628499510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6284
,,,Data Science,,,,
381,20357 (77.6899837),315424510,Computer Engineering,JEE(Main),AI to AI,AI,3154
,,,,,,,
382,20398 (77.6438833),677024510,Computer Engineering,JEE(Main),AI to AI,AI,6770
383,20495 (77.6019313),317619110,Civil Engineering,JEE(Main),AI to AI,AI,3176
384,20531 (77.5988979),320737210,Electronics and ,JEE(Main),AI to AI,AI,3207
,,,Telecommunication Engg,,,,
385,20594 (77.5335462),629824510,Computer Engineering,JEE(Main),AI to AI,AI,6298
,,,,,,,
386,20596 (77.5335462),413791110,Computer Science and ,JEE(Main),AI to AI,AI,4137
,,,Engineering(Artificial ,,,,
387,20688 (77.4215535),411637610,Electronics Engineering,JEE(Main),AI to AI,AI,4116
388,20691 (77.4215535),319491210,Computer Science and ,JEE(Main),AI to AI,AI,3194
,,,Engineering(Data Science),,,,
389,20731 (77.3523641),630724510,Computer Engineering,JEE(Main),AI to AI,AI,6307
,,,,,,,
390,20817 (77.1746580),314837210,Electronics and ,JEE(Main),AI to AI,AI,3148
,,,Telecommunication Engg,,,,
391,20820 (77.1746580),343924510,Computer Engineering,JEE(Main),AI to AI,AI,3439
392,20857 (77.1601745),631124610,Information Technology,JEE(Main),AI to AI,AI,6311
,,,,,,,
"
",,,,,,,
393,20864 (77.1411716),625024210,Computer Science and ,JEE(Main),AI to AI,AI,6250
,,,Engineering,,,,
394,21010 (77.0282322),618424510,Computer Engineering,JEE(Main),AI to AI,AI,6184
,,,,,,,
395,21110 (76.9951539),342390010,Electronics and Computer ,JEE(Main),AI to AI,AI,3423
,,,Science,,,,
396,21263 (76.9241774),411546110,Bio Medical Engineering,JEE(Main),AI to AI,AI,4115
397,21275 (76.9241774),320656610,Computer Science,JEE(Main),AI to AI,AI,3206
398,21294 (76.8643812),663424510,Computer Engineering,JEE(Main),AI to AI,AI,6634
399,21303 (76.8643812),512137210,Electronics and ,JEE(Main),AI to AI,AI,5121
,,,Telecommunication Engg,,,,
400,21329 (76.8200435),314624510,Computer Engineering,JEE(Main),AI to AI,AI,3146
,,,,,,,
401,21338 (76.8200435),413699710,Artificial Intelligence,JEE(Main),AI to AI,AI,4136
,,,,,,,
402,21378 (76.7540830),676924610,Information Technology,JEE(Main),AI to AI,AI,6769
403,21416 (76.7171697),664924510,Computer Engineering,JEE(Main),AI to AI,AI,6649
,,,,,,,
404,21434 (76.6557460),620624510,Computer Engineering,JEE(Main),AI to AI,AI,6206
405,21484 (76.5579306),317591110,Computer Science and ,JEE(Main),AI to AI,AI,3175
,,,Engineering(Artificial ,,,,
406,21486 (76.5579306),347591210,Computer Science and ,JEE(Main),AI to AI,AI,3475
,,,Engineering(Data Science),,,,
"
",,,,,,,
407,21508 (76.5548186),515224610,Information Technology,JEE(Main),AI to AI,AI,5152
408,21609 (76.4944031),617999510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6179
,,,Data Science,,,,
409,21650 (76.4372034),318392010,Computer Science and ,JEE(Main),AI to AI,AI,3183
,,,Engineering (Internet of ,,,,
410,21673 (76.4054491),699124510,Computer Engineering,JEE(Main),AI to AI,AI,6991
411,21780 (76.3520021),630724610,Information Technology,JEE(Main),AI to AI,AI,6307
,,,,,,,
412,21805 (76.3304325),620624610,Information Technology,JEE(Main),AI to AI,AI,6206
413,21831 (76.3119856),683426310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,6834
,,,and Data Science,,,,
414,21879 (76.2460902),678029310,Electrical Engineering,JEE(Main),AI to AI,AI,6780
,,,,,,,
415,21888 (76.2424674),628429310,Electrical Engineering,JEE(Main),AI to AI,AI,6284
,,,,,,,
416,21909 (76.1798514),317524610,Information Technology,JEE(Main),AI to AI,AI,3175
,,,,,,,
417,21998 (76.1534872),315424610,Information Technology,JEE(Main),AI to AI,AI,3154
,,,,,,,
418,22043 (76.1346192),632524510,Computer Engineering,JEE(Main),AI to AI,AI,6325
,,,,,,,
419,22050 (76.1346192),515124610,Information Technology,JEE(Main),AI to AI,AI,5151
,,,,,,,
420,22071 (76.1295493),516237210,Electronics and ,JEE(Main),AI to AI,AI,5162
,,,Telecommunication Engg,,,,
"
",,,,,,,
421,22078 (76.1295493),515291310,Computer Science and ,JEE(Main),AI to AI,AI,5152
,,,Engineering (Artificial ,,,,
422,22086 (76.1295493),417724610,Information Technology,JEE(Main),AI to AI,AI,4177
,,,,,,,
423,22125 (76.0711731),413791210,Computer Science and ,JEE(Main),AI to AI,AI,4137
,,,Engineering(Data Science),,,,
424,22136 (76.0711731),641924210,Computer Science and ,JEE(Main),AI to AI,AI,6419
,,,Engineering,,,,
425,22145 (76.0641659),515199510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,5151
,,,Data Science,,,,
426,22154 (76.0641659),628191610,Automation and Robotics,JEE(Main),AI to AI,AI,6281
427,22176 (76.0641659),677024610,Information Technology,JEE(Main),AI to AI,AI,6770
428,22205 (75.9809793),413637210,Electronics and ,JEE(Main),AI to AI,AI,4136
,,,Telecommunication Engg,,,,
429,22263 (75.9430624),615529310,Electrical Engineering,JEE(Main),AI to AI,AI,6155
430,22275 (75.8783667),626537210,Electronics and ,JEE(Main),AI to AI,AI,6265
,,,Telecommunication Engg,,,,
431,22295 (75.8415920),614424510,Computer Engineering,JEE(Main),AI to AI,AI,6144
432,22494 (75.6290746),413891210,Computer Science and ,JEE(Main),AI to AI,AI,4138
,,,Engineering(Data Science),,,,
433,22570 (75.5819043),625091110,Computer Science and ,JEE(Main),AI to AI,AI,6250
,,,Engineering(Artificial ,,,,
434,22571 (75.5819043),416737810,Electronics Engineering ( ,JEE(Main),AI to AI,AI,4167
,,,VLSI Design and ,,,,
"
",,,,,,,
435,22639 (75.4899476),533024510,Computer Engineering,JEE(Main),AI to AI,AI,5330
,,,,,,,
436,22658 (75.4899476),412326510,Industrial IoT,JEE(Main),AI to AI,AI,4123
,,,,,,,
437,22742 (75.4149640),614537210,Electronics and ,JEE(Main),AI to AI,AI,6145
,,,Telecommunication Engg,,,,
438,22747 (75.4149640),314624610,Information Technology,JEE(Main),AI to AI,AI,3146
,,,,,,,
439,22804 (75.3856880),629899510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6298
,,,Data Science,,,,
440,22829 (75.3413814),319299510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3192
,,,Data Science,,,,
441,22844 (75.3413814),430424550F,Computer Engineering,JEE(Main),AI to AI,AI,4304
,,,,,,,
442,22889 (75.3201001),629824610,Information Technology,JEE(Main),AI to AI,AI,6298
,,,,,,,
443,22938 (75.2779220),111424210,Computer Science and ,JEE(Main),AI to AI,AI,1114
,,,Engineering,,,,
444,23062 (75.0313411),622226310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,6222
,,,and Data Science,,,,
445,23205 (74.9468041),613824510,Computer Engineering,JEE(Main),AI to AI,AI,6138
,,,,,,,
446,23305 (74.7993350),319291110,Computer Science and ,JEE(Main),AI to AI,AI,3192
,,,Engineering(Artificial ,,,,
447,23341 (74.7635910),614924510,Computer Engineering,JEE(Main),AI to AI,AI,6149
448,23370 (74.7162632),417426510,Industrial IoT,JEE(Main),AI to AI,AI,4174
"
",,,,,,,
449,23407 (74.7149186),618424610,Information Technology,JEE(Main),AI to AI,AI,6184
,,,,,,,
450,23489 (74.6956090),347199510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3471
,,,Data Science,,,,
451,23527 (74.6945417),253399510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,2533
,,,Data Science,,,,
452,23560 (74.6850383),629892110,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6298
,,,Machine Learning,,,,
453,23563 (74.6850383),627524510,Computer Engineering,JEE(Main),AI to AI,AI,6275
,,,,,,,
454,23564 (74.6850383),663424610,Information Technology,JEE(Main),AI to AI,AI,6634
455,23568 (74.6850383),621437210,Electronics and ,JEE(Main),AI to AI,AI,6214
,,,Telecommunication Engg,,,,
456,23609 (74.6201265),411629310,Electrical Engineering,JEE(Main),AI to AI,AI,4116
457,23647 (74.5886981),516062410,Mechatronics Engineering,JEE(Main),AI to AI,AI,5160
,,,,,,,
458,23655 (74.5390842),679424610,Information Technology,JEE(Main),AI to AI,AI,6794
459,23659 (74.5390842),617837210,Electronics and ,JEE(Main),AI to AI,AI,6178
,,,Telecommunication Engg,,,,
460,23724 (74.3906572),416735610,Electrical Engg[Electronics ,JEE(Main),AI to AI,AI,4167
,,,and Power],,,,
461,23778 (74.3307606),675537210,Electronics and ,JEE(Main),AI to AI,AI,6755
,,,Telecommunication Engg,,,,
462,23798 (74.3306193),321824610,Information Technology,JEE(Main),AI to AI,AI,3218
,,,,,,,
"
",,,,,,,
463,23835 (74.3306162),513924510,Computer Engineering,JEE(Main),AI to AI,AI,5139
464,23920 (74.2374196),518124510,Computer Engineering,JEE(Main),AI to AI,AI,5181
,,,,,,,
465,24018 (74.0741681),315491210,Computer Science and ,JEE(Main),AI to AI,AI,3154
,,,Engineering(Data Science),,,,
466,24077 (74.0257825),212724210,Computer Science and ,JEE(Main),AI to AI,AI,2127
,,,Engineering,,,,
467,24256 (73.8498919),630737210,Electronics and ,JEE(Main),AI to AI,AI,6307
,,,Telecommunication Engg,,,,
468,24265 (73.8498919),628324210,Computer Science and ,JEE(Main),AI to AI,AI,6283
,,,Engineering,,,,
469,24266 (73.8498919),313537210,Electronics and ,JEE(Main),AI to AI,AI,3135
,,,Telecommunication Engg,,,,
470,24280 (73.8498919),512191910,Robotics and Automation,JEE(Main),AI to AI,AI,5121
471,24345 (73.8394134),314692010,Computer Science and ,JEE(Main),AI to AI,AI,3146
,,,Engineering (Internet of ,,,,
472,24353 (73.8220541),662524510,Computer Engineering,JEE(Main),AI to AI,AI,6625
473,24358 (73.8220541),315491110,Computer Science and ,JEE(Main),AI to AI,AI,3154
,,,Engineering(Artificial ,,,,
474,24401 (73.8184830),343991110,Computer Science and ,JEE(Main),AI to AI,AI,3439
,,,Engineering(Artificial ,,,,
475,24410 (73.8184830),317591210,Computer Science and ,JEE(Main),AI to AI,AI,3175
,,,Engineering(Data Science),,,,
476,24438 (73.7975542),211324210,Computer Science and ,JEE(Main),AI to AI,AI,2113
,,,Engineering,,,,
"
",,,,,,,
477,24453 (73.7975542),314699510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,3146
,,,Data Science,,,,
478,24477 (73.6751190),614424610,Information Technology,JEE(Main),AI to AI,AI,6144
479,24528 (73.6535220),347124510,Computer Engineering,JEE(Main),AI to AI,AI,3471
480,24542 (73.6114227),516291610,Automation and Robotics,JEE(Main),AI to AI,AI,5162
,,,,,,,
481,24567 (73.6114227),346024610,Information Technology,JEE(Main),AI to AI,AI,3460
482,24596 (73.6013418),322324510,Computer Engineering,JEE(Main),AI to AI,AI,3223
,,,,,,,
483,24615 (73.6013418),622399510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6223
,,,Data Science,,,,
484,24661 (73.5586979),516124510,Computer Engineering,JEE(Main),AI to AI,AI,5161
485,24702 (73.5339607),614437210,Electronics and ,JEE(Main),AI to AI,AI,6144
,,,Telecommunication Engg,,,,
486,24714 (73.4418084),414724210,Computer Science and ,JEE(Main),AI to AI,AI,4147
,,,Engineering,,,,
487,24902 (73.2071743),416391210,Computer Science and ,JEE(Main),AI to AI,AI,4163
,,,Engineering(Data Science),,,,
488,24984 (73.1854060),211491110,Computer Science and ,JEE(Main),AI to AI,AI,2114
,,,Engineering(Artificial ,,,,
489,25001 (73.1854060),320624510,Computer Engineering,JEE(Main),AI to AI,AI,3206
490,25072 (73.1532495),614661210,Mechanical Engineering,JEE(Main),AI to AI,AI,6146
"
",,,,,,,
491,25094 (73.1532495),112024210,Computer Science and ,JEE(Main),AI to AI,AI,1120
,,,Engineering,,,,
492,25102 (73.1532495),321891210,Computer Science and ,JEE(Main),AI to AI,AI,3218
,,,Engineering(Data Science),,,,
493,25146 (73.0633047),517399510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,5173
,,,Data Science,,,,
494,25213 (73.0455754),679499510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6794
,,,Data Science,,,,
495,25228 (73.0455754),110724210,Computer Science and ,JEE(Main),AI to AI,AI,1107
,,,Engineering,,,,
496,25237 (72.9750501),626729310,Electrical Engineering,JEE(Main),AI to AI,AI,6267
,,,,,,,
497,25278 (72.9474673),414724610,Information Technology,JEE(Main),AI to AI,AI,4147
498,25354 (72.9277135),628246610,Instrumentation ,JEE(Main),AI to AI,AI,6282
,,,Engineering,,,,
499,25433 (72.8631082),629884410,Electronics and Computer ,JEE(Main),AI to AI,AI,6298
,,,Engineering,,,,
500,25494 (72.6063725),631137210,Electronics and ,JEE(Main),AI to AI,AI,6311
,,,Telecommunication Engg,,,,
501,25517 (72.5800733),632024510,Computer Engineering,JEE(Main),AI to AI,AI,6320
,,,,,,,
502,25536 (72.5772633),319437210,Electronics and ,JEE(Main),AI to AI,AI,3194
,,,Telecommunication Engg,,,,
503,25590 (72.5246635),347724510,Computer Engineering,JEE(Main),AI to AI,AI,3477
504,25624 (72.4997882),677237210,Electronics and ,JEE(Main),AI to AI,AI,6772
,,,Telecommunication Engg,,,,
"
",,,,,,,
505,25630 (72.4997882),318950710,Chemical Engineering,JEE(Main),AI to AI,AI,3189
506,25641 (72.4936036),613929310,Electrical Engineering,JEE(Main),AI to AI,AI,6139
507,25661 (72.4936036),413737210,Electronics and ,JEE(Main),AI to AI,AI,4137
,,,Telecommunication Engg,,,,
508,25750 (72.4492367),510924510,Computer Engineering,JEE(Main),AI to AI,AI,5109
,,,,,,,
509,25775 (72.4492367),614499510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6144
,,,Data Science,,,,
510,25840 (72.3659162),518137210,Electronics and ,JEE(Main),AI to AI,AI,5181
,,,Telecommunication Engg,,,,
511,25877 (72.2441761),319292010,Computer Science and ,JEE(Main),AI to AI,AI,3192
,,,Engineering (Internet of ,,,,
512,25905 (72.2390108),411619110,Civil Engineering,JEE(Main),AI to AI,AI,4116
513,25908 (72.2390108),253324210,Computer Science and ,JEE(Main),AI to AI,AI,2533
,,,Engineering,,,,
514,25917 (72.2390108),517237210,Electronics and ,JEE(Main),AI to AI,AI,5172
,,,Telecommunication Engg,,,,
515,26011 (72.1904737),515291110,Computer Science and ,JEE(Main),AI to AI,AI,5152
,,,Engineering(Artificial ,,,,
516,26042 (72.1840450),614650710,Chemical Engineering,JEE(Main),AI to AI,AI,6146
517,26066 (72.1365155),618537210,Electronics and ,JEE(Main),AI to AI,AI,6185
,,,Telecommunication Engg,,,,
518,26076 (72.1365155),620761210,Mechanical Engineering,JEE(Main),AI to AI,AI,6207
,,,,,,,
"
",,,,,,,
519,26094 (72.1120109),533099510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,5330
,,,Data Science,,,,
520,26115 (72.0980979),627461210,Mechanical Engineering,JEE(Main),AI to AI,AI,6274
,,,,,,,
521,26124 (72.0980979),111424610,Information Technology,JEE(Main),AI to AI,AI,1114
,,,,,,,
522,26140 (72.0980979),612237210,Electronics and ,JEE(Main),AI to AI,AI,6122
,,,Telecommunication Engg,,,,
523,26155 (72.0205818),613824610,Information Technology,JEE(Main),AI to AI,AI,6138
,,,,,,,
